target	acc	tlen	query	qlen	evalue
ABC_membrane_3	PF13748.6	237	DT3.contig7_5	97	0.058
IBR	PF01485.21	62	DT3.contig8_1	260	0.33
Helicase_C	PF00271.31	111	DT3.contig8_2	1623	3.1e-13
OB_NTP_bind	PF07717.16	83	DT3.contig8_2	1623	4.7e-06
DEAD	PF00270.29	176	DT3.contig8_2	1623	2.3e-05
DUF2075	PF09848.9	363	DT3.contig8_2	1623	2.7e-05
AAA_30	PF13604.6	192	DT3.contig8_2	1623	6.3e-05
Helicase_RecD	PF05127.14	177	DT3.contig8_2	1623	0.00036
AAA_22	PF13401.6	137	DT3.contig8_2	1623	0.0011
zf-RING_2	PF13639.6	44	DT3.contig8_2	1623	0.0014
AAA_19	PF13245.6	146	DT3.contig8_2	1623	0.0029
T2SSE	PF00437.20	273	DT3.contig8_2	1623	0.0037
HEAT	PF02985.22	31	DT3.contig8_4	555	9.2e-44
HEAT	PF02985.22	31	DT3.contig8_4	555	9.2e-44
HEAT	PF02985.22	31	DT3.contig8_4	555	9.2e-44
HEAT_2	PF13646.6	88	DT3.contig8_4	555	1.1e-34
HEAT_2	PF13646.6	88	DT3.contig8_4	555	1.1e-34
HEAT_2	PF13646.6	88	DT3.contig8_4	555	1.1e-34
HEAT_2	PF13646.6	88	DT3.contig8_4	555	1.1e-34
HEAT_2	PF13646.6	88	DT3.contig8_4	555	1.1e-34
Vac14_Fab1_bd	PF12755.7	97	DT3.contig8_4	555	4.1e-16
Cnd1	PF12717.7	162	DT3.contig8_4	555	3.1e-14
Adaptin_N	PF01602.20	524	DT3.contig8_4	555	2.4e-11
Adaptin_N	PF01602.20	524	DT3.contig8_4	555	2.4e-11
Na_H_antiport_3	PF07399.11	419	DT3.contig9_1	398	2e-163
DUF1120	PF06551.12	116	DT3.contig9_3	125	0.013
DUF778	PF05608.12	189	DT3.contig9_3	125	0.018
MFS_1	PF07690.16	353	DT3.contig9_4	386	4.7e-42
MFS_1	PF07690.16	353	DT3.contig9_4	386	4.7e-42
Sugar_tr	PF00083.24	452	DT3.contig9_4	386	3.3e-07
OmpA	PF00691.20	95	DT3.contig9_5	168	2.4e-17
Voltage_CLC	PF00654.20	354	DT3.contig9_6	388	1.2e-23
Voltage_CLC	PF00654.20	354	DT3.contig9_7	98	3.7e-07
Voltage_CLC	PF00654.20	354	DT3.contig9_8	255	2.6e-08
DUF1192	PF06698.11	58	DT3.contig9_9	78	0.097
Voltage_CLC	PF00654.20	354	DT3.contig9_10	460	2.5e-77
MarR_2	PF12802.7	62	DT3.contig9_11	141	3e-10
HTH_27	PF13463.6	68	DT3.contig9_11	141	5.6e-08
MarR	PF01047.22	59	DT3.contig9_11	141	0.022
Peptidase_M1	PF01433.20	218	DT3.contig10_1	418	3.9e-33
Peptidase_M1_N	PF17900.1	186	DT3.contig10_1	418	4.4e-28
Leuk-A4-hydro_C	PF09127.11	113	DT3.contig10_2	213	1.5e-29
Utp11	PF03998.13	245	DT3.contig10_5	251	3.8e-50
SLATT_5	PF18160.1	192	DT3.contig10_5	251	0.0013
Fcf1	PF04900.12	99	DT3.contig10_7	170	4.9e-34
PIN_9	PF18477.1	116	DT3.contig10_7	170	2.4e-09
ACT	PF01842.25	67	DT3.contig12_4	51	0.081
Yop-YscD_cpl	PF16697.5	92	DT3.contig12_5	96	0.11
zf-C4H2	PF10146.9	213	DT3.contig12_7	440	0.0092
OrfB_Zn_ribbon	PF07282.11	69	DT3.contig14_7	200	3.3e-07
OrfB_Zn_ribbon	PF07282.11	69	DT3.contig14_7	200	3.3e-07
HoxA13_N	PF12284.8	119	DT3.contig14_7	200	0.02
Siva	PF05458.12	173	DT3.contig15_1	53	0.027
Eno-Rase_FAD_bd	PF07055.12	64	DT3.contig15_7	43	0.056
FGF	PF00167.18	125	DT3.contig16_7	51	0.011
TIM	PF00121.18	243	DT3.contig18_5	224	4.9e-81
Methyltransf_11	PF08241.12	96	DT3.contig18_6	194	3.4e-07
Methyltransf_23	PF13489.6	165	DT3.contig18_6	194	0.022
DDE_1	PF03184.19	175	DT3.contig19_1	511	6.7e-08
DDE_Tnp_4	PF13359.6	158	DT3.contig19_2	382	1.3e-18
DDE_Tnp_1	PF01609.21	214	DT3.contig19_2	382	2.3e-05
Plug	PF07715.15	108	DT3.contig20_1	593	1.7e-20
CarbopepD_reg_2	PF13715.6	88	DT3.contig20_1	593	8.8e-13
MetallophosN	PF16371.5	78	DT3.contig20_1	593	0.00023
CooC_C	PF15976.5	93	DT3.contig20_1	593	0.0046
SusD_RagB	PF07980.11	298	DT3.contig20_2	487	6.8e-23
SusD-like_3	PF14322.6	190	DT3.contig20_2	487	2.3e-20
TonB_dep_Rec	PF00593.24	470	DT3.contig20_3	532	2.3e-27
OMP_b-brl_3	PF14905.6	408	DT3.contig20_3	532	1.7e-08
DUF1682	PF07946.14	323	DT3.contig21_1	777	0.01
NTP_transf_3	PF12804.7	160	DT3.contig22_1	182	3.4e-13
IspD	PF01128.19	221	DT3.contig22_1	182	0.0016
PEP_mutase	PF13714.6	239	DT3.contig22_1	182	0.0019
CDP-OH_P_transf	PF01066.21	66	DT3.contig22_2	228	1.2e-09
2OG-FeII_Oxy_3	PF13640.6	96	DT3.contig22_3	270	0.00019
LPG_synthase_TM	PF03706.13	301	DT3.contig22_4	334	9.1e-29
NTP_transf_3	PF12804.7	160	DT3.contig22_5	256	2.4e-18
NTP_transferase	PF00483.23	248	DT3.contig22_5	256	3.9e-05
IspD	PF01128.19	221	DT3.contig22_5	256	0.0015
PEP_mutase	PF13714.6	239	DT3.contig22_6	270	4.9e-70
ICL	PF00463.21	526	DT3.contig22_6	270	0.00011
ParBc	PF02195.18	90	DT3.contig24_1	668	0.00012
Sigma70_r4	PF04545.16	50	DT3.contig24_1	668	0.0017
KfrA_N	PF11740.8	115	DT3.contig24_2	307	4e-17
Fez1	PF06818.15	198	DT3.contig24_2	307	0.0009
DMPK_coil	PF08826.10	61	DT3.contig24_2	307	0.0026
Apc15p	PF05841.11	124	DT3.contig25_1	81	0.043
DUF1993	PF09351.10	161	DT3.contig27_1	190	9e-52
adh_short	PF00106.25	195	DT3.contig27_3	321	1.4e-26
adh_short_C2	PF13561.6	234	DT3.contig27_3	321	3.6e-10
KR	PF08659.10	180	DT3.contig27_3	321	3.4e-06
Epimerase	PF01370.21	241	DT3.contig27_3	321	0.013
DUF4606	PF15379.6	103	DT3.contig29_4	75	0.073
DOCK_N	PF16172.5	377	DT3.contig31_1	669	5e-15
WD40	PF00400.32	38	DT3.contig31_2	282	3.8e-09
AMP-binding	PF00501.28	423	DT3.contig32_2	308	2.3e-46
AMP-binding_C	PF13193.6	76	DT3.contig32_2	308	6e-12
AMP-binding	PF00501.28	423	DT3.contig32_3	363	8.2e-40
