target	acc	tlen	query	qlen	evalue
GMC_oxred_C	PF05199.13	144	DD2.contig6_4	592	3.1e-28
NAD_binding_8	PF13450.6	68	DD2.contig6_4	592	3.4e-05
AAA_11	PF13086.6	261	DD2.contig6_10	378	0.1
AMP-binding	PF00501.28	423	DD2.contig7_1	4360	0
AMP-binding	PF00501.28	423	DD2.contig7_1	4360	0
AMP-binding	PF00501.28	423	DD2.contig7_1	4360	0
AMP-binding	PF00501.28	423	DD2.contig7_1	4360	0
Condensation	PF00668.20	457	DD2.contig7_1	4360	1.1e-274
Condensation	PF00668.20	457	DD2.contig7_1	4360	1.1e-274
Condensation	PF00668.20	457	DD2.contig7_1	4360	1.1e-274
Condensation	PF00668.20	457	DD2.contig7_1	4360	1.1e-274
PP-binding	PF00550.25	67	DD2.contig7_1	4360	1.7e-38
PP-binding	PF00550.25	67	DD2.contig7_1	4360	1.7e-38
PP-binding	PF00550.25	67	DD2.contig7_1	4360	1.7e-38
AMP-binding_C	PF13193.6	76	DD2.contig7_1	4360	5.3e-31
AMP-binding_C	PF13193.6	76	DD2.contig7_1	4360	5.3e-31
AMP-binding_C	PF13193.6	76	DD2.contig7_1	4360	5.3e-31
AMP-binding_C	PF13193.6	76	DD2.contig7_1	4360	5.3e-31
ACR_tran	PF00873.19	1021	DD2.contig8_1	351	4e-76
MMPL	PF03176.15	333	DD2.contig8_1	351	0.013
Abhydrolase_3	PF07859.13	211	DD2.contig8_2	279	9.8e-52
COesterase	PF00135.28	512	DD2.contig8_2	279	0.00039
LysR_substrate	PF03466.20	209	DD2.contig8_3	319	8.7e-37
HTH_1	PF00126.27	60	DD2.contig8_3	319	1e-15
Ribonuc_L-PSP	PF01042.21	121	DD2.contig8_4	158	4.6e-18
HTH_20	PF12840.7	61	DD2.contig8_5	220	6.5e-06
Replic_Relax	PF13814.6	192	DD2.contig8_5	220	0.00027
MarR_2	PF12802.7	62	DD2.contig8_5	220	0.00038
HTH_24	PF13412.6	48	DD2.contig8_5	220	0.0013
MarR	PF01047.22	59	DD2.contig8_5	220	0.0021
HTH_AsnC-type	PF13404.6	42	DD2.contig8_5	220	0.0054
PBP_like_2	PF12849.7	282	DD2.contig8_6	348	2e-60
PBP_like	PF12727.7	193	DD2.contig8_6	348	2.5e-05
SBP_bac_11	PF13531.6	230	DD2.contig8_6	348	0.0001
CDH	PF02611.15	224	DD2.contig8_8	259	2.1e-56
DUF3562	PF12085.8	60	DD2.contig8_9	82	1.7e-16
BILBO1_N	PF18281.1	95	DD2.contig8_9	82	0.018
HipA_C	PF07804.12	212	DD2.contig8_10	442	1.7e-21
HTH_5	PF01022.20	47	DD2.contig8_10	442	0.00075
Lipase_GDSL	PF00657.22	200	DD2.contig8_12	341	4.4e-12
Lipase_GDSL_2	PF13472.6	179	DD2.contig8_12	341	4.6e-05
TetR_N	PF00440.23	47	DD2.contig8_13	190	2.5e-11
TetR_C_11	PF16859.5	113	DD2.contig8_13	190	5.1e-05
TetR_C_13	PF16925.5	115	DD2.contig8_13	190	0.0015
AP_endonuc_2	PF01261.24	210	DD2.contig8_14	352	3.1e-35
AP_endonuc_2_N	PF07582.12	56	DD2.contig8_14	352	7.2e-22
Abhydrolase_1	PF00561.20	257	DD2.contig8_15	294	2.9e-20
Abhydrolase_6	PF12697.7	220	DD2.contig8_15	294	7.9e-15
Hydrolase_4	PF12146.8	239	DD2.contig8_15	294	8.8e-05
EHN	PF06441.12	108	DD2.contig8_15	294	0.015
SpoIIID	PF12116.8	82	DD2.contig9_3	204	0.061
Vps55	PF04133.14	117	DD2.contig9_4	564	0.011
YIF1	PF03878.15	239	DD2.contig9_8	372	5.9e-64
AAA_5	PF07728.14	138	DD2.contig9_10	543	1.9e-64
AAA_5	PF07728.14	138	DD2.contig9_10	543	1.9e-64
AAA_3	PF07726.11	131	DD2.contig9_10	543	4.9e-05
AAA	PF00004.29	132	DD2.contig9_10	543	0.0014
DUF772	PF05598.11	73	DD2.contig10_1	244	2.5e-23
DDE_Tnp_1	PF01609.21	214	DD2.contig10_1	244	1.6e-18
DDE_Tnp_1_3	PF13612.6	155	DD2.contig10_1	244	6.9e-08
ETRAMP	PF09716.10	83	DD2.contig10_2	116	0.036
DUF3829	PF12889.7	280	DD2.contig10_3	143	0.019
PP2C_2	PF13672.6	210	DD2.contig10_3	143	0.036
UPF0547	PF10571.9	26	DD2.contig10_4	142	0.041
CENP-F_leu_zip	PF10473.9	140	DD2.contig10_6	78	0.0089
Antirestrict	PF03230.13	92	DD2.contig10_7	143	2.2e-26
SPRY	PF00622.28	120	DD2.contig10_10	473	2.7e-08
Histone_HNS	PF00816.21	92	DD2.contig10_13	105	6.9e-18
DivIC	PF04977.15	80	DD2.contig10_14	70	0.015
Synaptonemal_3	PF15191.6	92	DD2.contig10_14	70	0.024
TMF_TATA_bd	PF12325.8	115	DD2.contig10_14	70	0.036
Acetyltransf_6	PF13480.7	142	DD2.contig10_16	162	0.11
LrgB	PF04172.16	214	DD2.contig11_1	231	5.8e-64
LrgA	PF03788.14	94	DD2.contig11_2	164	1.8e-25
Cyt_bd_oxida_II	PF02322.15	303	DD2.contig11_2	164	0.0033
DUF5337	PF17272.2	74	DD2.contig11_2	164	0.0036
LysR_substrate	PF03466.20	209	DD2.contig11_3	299	1.2e-41
HTH_1	PF00126.27	60	DD2.contig11_3	299	4.4e-23
GrpB	PF04229.14	160	DD2.contig11_4	171	1.5e-41
NUDIX	PF00293.28	131	DD2.contig11_5	194	9.8e-10
DUF772	PF05598.11	73	DD2.contig11_5	194	0.00093
Acetyltransf_1	PF00583.25	117	DD2.contig11_6	159	1.5e-11
Acetyltransf_7	PF13508.7	76	DD2.contig11_6	159	4.8e-08
Acetyltransf_10	PF13673.7	127	DD2.contig11_6	159	5.2e-08
FR47	PF08445.10	86	DD2.contig11_6	159	2.5e-05
DUF2156	PF09924.9	298	DD2.contig11_6	159	0.0065
HTH_36	PF13730.6	55	DD2.contig11_7	60	0.11
LPG_synthase_TM	PF03706.13	301	DD2.contig11_9	375	1.3e-36
HEAT_2	PF13646.6	88	DD2.contig11_11	296	6.3e-08
HEAT_2	PF13646.6	88	DD2.contig11_11	296	6.3e-08
Phage_GPD	PF05954.11	304	DD2.contig12_1	523	4.1e-74
PAAR_motif	PF05488.13	70	DD2.contig12_2	86	1.4e-17
PAAR_motif	PF05488.13	70	DD2.contig12_2	86	1.4e-17
T6SS_HCP	PF05638.12	129	DD2.contig12_3	171	1.7e-31
DotU	PF09850.9	205	DD2.contig12_4	283	6.7e-54
T6SS_VasE	PF05936.12	428	DD2.contig12_5	363	5.8e-122
Gp5_C	PF06715.12	24	DD2.contig12_6	159	2.2e-05
Gp5_C	PF06715.12	24	DD2.contig12_6	159	2.2e-05
DcrB	PF08786.11	128	DD2.contig12_7	143	1.5e-22
Transposase_1	PF01359.18	80	DD2.contig12_7	143	0.027
RHS_repeat	PF05593.14	38	DD2.contig12_8	718	1.7e-20
RHS_repeat	PF05593.14	38	DD2.contig12_8	718	1.7e-20
RHS_repeat	PF05593.14	38	DD2.contig12_8	718	1.7e-20
RHS_repeat	PF05593.14	38	DD2.contig12_8	718	1.7e-20
PAAR_motif	PF05488.13	70	DD2.contig12_8	718	8.7e-10
DUF596	PF04591.12	69	DD2.contig13_6	50	0.0041
ShlB	PF03865.13	312	DD2.contig13_9	585	4.9e-108
POTRA_3	PF17287.2	56	DD2.contig13_9	585	1.4e-21
POTRA_2	PF08479.11	76	DD2.contig13_9	585	2.1e-15
HEAT_2	PF13646.6	88	DD2.contig13_10	218	7e-05
FR47	PF08445.10	86	DD2.contig14_5	335	4.5e-08
Acetyltransf_1	PF00583.25	117	DD2.contig14_5	335	0.0099
DUF4291	PF14124.6	181	DD2.contig14_7	215	1.5e-48
LysM	PF01476.20	44	DD2.contig14_8	296	0.00073
CHORD	PF04968.12	63	DD2.contig14_8	296	0.0025
BTK	PF00779.19	30	DD2.contig14_8	296	0.0034
UBA_4	PF14555.6	43	DD2.contig14_8	296	0.01
HTH_18	PF12833.7	81	DD2.contig15_1	240	4.8e-05
Band_7	PF01145.25	178	DD2.contig15_2	301	2.6e-33
Band_7_1	PF13421.6	211	DD2.contig15_2	301	3.2e-05
Gram_pos_anchor	PF00746.21	43	DD2.contig15_3	63	0.0008
TMEM100	PF16311.5	133	DD2.contig15_3	63	0.011
Rhodanese	PF00581.20	107	DD2.contig15_4	105	8.8e-13
DUF4407	PF14362.6	298	DD2.contig15_5	373	1.9e-91
PepSY_like	PF11396.8	83	DD2.contig15_6	143	4e-10
DUF2717	PF10911.8	77	DD2.contig15_6	143	0.008
DUF326	PF03860.16	21	DD2.contig15_7	115	2.4e-13
DUF326	PF03860.16	21	DD2.contig15_7	115	2.4e-13
DUF326	PF03860.16	21	DD2.contig15_7	115	2.4e-13
CE2_N	PF17996.1	110	DD2.contig15_9	361	1e-27
Lipase_GDSL_2	PF13472.6	179	DD2.contig15_9	361	3.7e-11
Lipase_GDSL	PF00657.22	200	DD2.contig15_9	361	5.6e-05
Transposase_mut	PF00872.18	381	DD2.contig16_1	437	9.3e-44
MULE	PF10551.9	96	DD2.contig16_1	437	2e-06
HTH_31	PF13560.6	64	DD2.contig16_3	112	5.7e-09
HTH_3	PF01381.22	55	DD2.contig16_3	112	8.4e-09
HTH_19	PF12844.7	65	DD2.contig16_3	112	5e-05
HTH_31	PF13560.6	64	DD2.contig16_4	109	3.3e-07
HTH_3	PF01381.22	55	DD2.contig16_4	109	5.9e-07
HTH_19	PF12844.7	65	DD2.contig16_4	109	0.0028
FCD	PF07729.12	125	DD2.contig16_5	265	6.3e-16
GntR	PF00392.21	64	DD2.contig16_5	265	4.8e-13
Rrf2	PF02082.20	83	DD2.contig16_5	265	0.00016
HrcA_DNA-bdg	PF03444.15	79	DD2.contig16_5	265	0.00052
HTH_41	PF14502.6	48	DD2.contig16_5	265	0.0012
Acyl-CoA_dh_1	PF00441.24	150	DD2.contig16_6	420	5.4e-23
Acyl-CoA_dh_M	PF02770.19	97	DD2.contig16_6	420	1.8e-21
Acyl-CoA_dh_N	PF02771.16	113	DD2.contig16_6	420	4.7e-06
Acyl-CoA_dh_2	PF08028.11	134	DD2.contig16_6	420	0.0018
HpaB_N	PF11794.8	272	DD2.contig16_6	420	0.011
PP-binding	PF00550.25	67	DD2.contig16_7	93	3.9e-11
PDDEXK_10	PF07788.11	74	DD2.contig17_2	67	0.13
zf-HIT	PF04438.16	30	DD2.contig17_4	170	8.2e-09
O_anti_polymase	PF01901.16	335	DD2.contig17_5	302	0.012
BAR	PF03114.18	239	DD2.contig17_8	160	6e-12
TMPIT	PF07851.13	324	DD2.contig17_8	160	0.0029
DUF3450	PF11932.8	241	DD2.contig17_8	160	0.048
AAA_31	PF13614.6	177	DD2.contig18_1	277	3.1e-41
CbiA	PF01656.23	128	DD2.contig18_1	277	1.3e-14
CBP_BcsQ	PF06564.12	234	DD2.contig18_1	277	1.6e-07
Fer4_NifH	PF00142.18	271	DD2.contig18_1	277	7e-07
ParA	PF10609.9	246	DD2.contig18_1	277	1.9e-06
MipZ	PF09140.11	262	DD2.contig18_1	277	2.7e-05
ArsA_ATPase	PF02374.15	305	DD2.contig18_1	277	5.2e-05
ParBc	PF02195.18	90	DD2.contig18_2	332	1e-18
TrfA	PF07042.11	282	DD2.contig18_3	316	2.9e-39
RepC	PF06504.11	273	DD2.contig18_3	316	2.2e-05
Gag_spuma	PF03276.14	614	DD2.contig19_2	101	0.0016
Resolvase	PF00239.21	146	DD2.contig19_4	221	3.2e-17
MerR_1	PF13411.6	69	DD2.contig19_4	221	0.00066
NUMOD3	PF07460.11	37	DD2.contig20_4	52	1.1e-06
DUF2013	PF09431.10	138	DD2.contig20_7	110	0.11
NupH_GANP	PF16768.5	291	DD2.contig20_10	136	0.056
AFOR_N	PF02730.15	198	DD2.contig20_12	76	0.097
HNH_3	PF13392.6	46	DD2.contig20_13	183	5.4e-11
AP2	PF00847.20	54	DD2.contig20_13	183	1.6e-05
Peptidase_M14	PF00246.24	289	DD2.contig21_1	568	2.4e-11
BLYB	PF05289.11	120	DD2.contig21_1	568	0.018
Rhomboid	PF01694.22	150	DD2.contig21_2	210	4.6e-27
MR_MLE_C	PF13378.6	220	DD2.contig21_4	337	4.2e-29
MR_MLE_N	PF02746.16	117	DD2.contig21_4	337	1.7e-10
Abhydrolase_6	PF12697.7	220	DD2.contig21_5	262	5e-18
Abhydrolase_5	PF12695.7	164	DD2.contig21_5	262	4.7e-10
Hydrolase_4	PF12146.8	239	DD2.contig21_5	262	2.3e-08
Abhydrolase_1	PF00561.20	257	DD2.contig21_5	262	0.00018
DUF4350	PF14258.6	69	DD2.contig21_5	262	0.00034
Ser_hydrolase	PF06821.13	171	DD2.contig21_5	262	0.0011
CPSase_L_D2	PF02786.17	211	DD2.contig22_2	759	3.2e-75
Biotin_carb_N	PF00289.22	110	DD2.contig22_2	759	4.1e-43
Biotin_carb_C	PF02785.19	108	DD2.contig22_2	759	2.5e-37
Biotin_lipoyl	PF00364.22	73	DD2.contig22_2	759	1.7e-16
Dala_Dala_lig_C	PF07478.13	204	DD2.contig22_2	759	2.9e-14
ATP-grasp	PF02222.22	171	DD2.contig22_2	759	2.7e-09
ATP-grasp_3	PF02655.14	161	DD2.contig22_2	759	1.3e-06
RimK	PF08443.11	188	DD2.contig22_2	759	1.9e-06
GARS_A	PF01071.19	194	DD2.contig22_2	759	0.00049
COMM_domain	PF07258.14	72	DD2.contig22_4	133	1.7e-09
PLDc_2	PF13091.6	133	DD2.contig23_3	446	1.4e-09
PLDc_2	PF13091.6	133	DD2.contig23_3	446	1.4e-09
DUF4158	PF13700.6	166	DD2.contig24_1	99	1.3e-15
DUF190	PF02641.15	97	DD2.contig24_4	108	1.6e-14
DUF190	PF02641.15	97	DD2.contig24_5	115	2.3e-05
Voltage_CLC	PF00654.20	354	DD2.contig24_6	182	5.7e-18
OFeT_1	PF16955.5	207	DD2.contig24_7	191	0.00094
UPF0016	PF01169.19	75	DD2.contig24_7	191	0.0045
Voltage_CLC	PF00654.20	354	DD2.contig24_8	207	1.5e-35
HSCB_C	PF07743.13	76	DD2.contig25_2	281	1.4e-10
DnaJ	PF00226.31	63	DD2.contig25_2	281	9.5e-05
PEPCK_ATP	PF01293.20	465	DD2.contig25_3	456	9.2e-30
PEPCK_ATP	PF01293.20	465	DD2.contig25_3	456	9.2e-30
NIF	PF03031.18	156	DD2.contig26_3	746	6.7e-10
NIF	PF03031.18	156	DD2.contig26_3	746	6.7e-10
