target	acc	tlen	query	qlen	evalue
DUF2285	PF10074.9	107	DB.contig2_4	233	0.022
Fucokinase	PF07959.12	406	DB.contig2_4	233	0.038
Trans_reg_C	PF00486.28	77	DB.contig2_5	145	4.6e-09
Lactamase_B	PF00753.27	197	DB.contig2_7	279	3.8e-26
Lactamase_B_2	PF12706.7	201	DB.contig2_7	279	7.9e-10
Lactamase_B_3	PF13483.6	163	DB.contig2_7	279	4.5e-05
Lactamase_B_6	PF16661.5	193	DB.contig2_7	279	0.0013
LysR_substrate	PF03466.20	209	DB.contig2_9	295	8.1e-27
HTH_1	PF00126.27	60	DB.contig2_9	295	1.2e-17
Cupin_6	PF12852.7	184	DB.contig2_10	309	2.3e-26
HTH_18	PF12833.7	81	DB.contig2_10	309	1.2e-20
HTH_AraC	PF00165.23	42	DB.contig2_10	309	1.1e-15
HTH_AraC	PF00165.23	42	DB.contig2_10	309	1.1e-15
TetR_N	PF00440.23	47	DB.contig2_10	309	4.1e-05
Cupin_2	PF07883.11	71	DB.contig2_10	309	0.0013
adh_short	PF00106.25	195	DB.contig2_11	147	1.1e-29
adh_short_C2	PF13561.6	234	DB.contig2_11	147	1.9e-18
Epimerase	PF01370.21	241	DB.contig2_11	147	3e-07
NAD_binding_10	PF13460.6	184	DB.contig2_11	147	2.2e-05
KR	PF08659.10	180	DB.contig2_11	147	3.7e-05
RmlD_sub_bind	PF04321.17	287	DB.contig2_11	147	0.0015
DUF1668	PF07893.13	342	DB.contig2_12	105	0.022
adh_short	PF00106.25	195	DB.contig2_12	105	0.025
NiFe-hyd_HybE	PF11939.8	153	DB.contig2_12	105	0.043
MatE	PF01554.18	161	DB.contig2_15	507	4.7e-62
MatE	PF01554.18	161	DB.contig2_15	507	4.7e-62
Lysine_decarbox	PF03641.14	132	DB.contig2_15	507	3e-15
LDcluster4	PF18306.1	157	DB.contig2_15	507	1.7e-11
Polysacc_synt_C	PF14667.6	143	DB.contig2_15	507	4.9e-09
Lysine_decarbox	PF03641.14	132	DB.contig2_17	114	8.2e-33
Fimbrial	PF00419.20	154	DB.contig3_1	105	3.8e-09
HTH_Tnp_1	PF01527.20	75	DB.contig3_2	88	4.7e-23
HTH_28	PF13518.6	52	DB.contig3_2	88	1.2e-06
HTH_23	PF13384.6	50	DB.contig3_2	88	3.5e-05
HTH_29	PF13551.6	63	DB.contig3_2	88	0.00037
HTH_Tnp_1_2	PF13022.6	123	DB.contig3_2	88	0.012
rve_3	PF13683.6	67	DB.contig3_3	277	7.9e-33
rve	PF00665.26	119	DB.contig3_3	277	5.5e-24
HTH_21	PF13276.6	60	DB.contig3_3	277	2.6e-14
rve_2	PF13333.6	52	DB.contig3_3	277	0.00017
Usher	PF00577.20	551	DB.contig3_5	857	4.6e-188
PapC_N	PF13954.6	146	DB.contig3_5	857	2.8e-39
PapC_C	PF13953.6	66	DB.contig3_5	857	2.3e-21
PapD_N	PF00345.20	125	DB.contig3_6	227	1.8e-38
PapD_C	PF02753.17	63	DB.contig3_6	227	1.1e-15
Fimbrial	PF00419.20	154	DB.contig3_7	181	4.3e-12
DUF4156	PF13698.6	91	DB.contig3_8	67	4.2e-10
DUF4156	PF13698.6	91	DB.contig3_9	51	7.5e-14
ZF-HD_dimer	PF04770.12	55	DB.contig3_9	51	0.04
YjeJ	PF15922.5	283	DB.contig3_10	287	1.9e-79
ABC_membrane	PF00664.23	274	DB.contig3_11	707	4.2e-43
Peptidase_C39	PF03412.15	133	DB.contig3_11	707	2.6e-36
ABC_tran	PF00005.27	137	DB.contig3_11	707	3.8e-29
SMC_N	PF02463.19	220	DB.contig3_11	707	6.4e-07
AAA_29	PF13555.6	61	DB.contig3_11	707	0.0011
Inositol_P	PF00459.25	272	DB.contig4_1	248	1.8e-50
5_nucleotid_C	PF02872.18	158	DB.contig4_2	648	2e-22
Metallophos	PF00149.28	204	DB.contig4_2	648	6.7e-12
HxlR	PF01638.17	91	DB.contig4_3	124	2.9e-31
NmrA	PF05368.13	233	DB.contig4_4	283	1.9e-23
NAD_binding_10	PF13460.6	184	DB.contig4_4	283	9.4e-22
3Beta_HSD	PF01073.19	280	DB.contig4_4	283	3.1e-06
NAD_binding_4	PF07993.12	257	DB.contig4_4	283	6e-06
TrkA_N	PF02254.18	116	DB.contig4_4	283	3.1e-05
Epimerase	PF01370.21	241	DB.contig4_4	283	0.0003
AraC_binding	PF02311.19	136	DB.contig4_5	275	5.8e-23
HTH_18	PF12833.7	81	DB.contig4_5	275	1.3e-20
HTH_AraC	PF00165.23	42	DB.contig4_5	275	5e-19
HTH_AraC	PF00165.23	42	DB.contig4_5	275	5e-19
EamA	PF00892.20	137	DB.contig4_6	324	8.6e-20
EamA	PF00892.20	137	DB.contig4_6	324	8.6e-20
Hemerythrin	PF01814.23	131	DB.contig4_7	221	3.4e-27
ScdA_N	PF04405.14	56	DB.contig4_7	221	1.2e-19
AA_permease	PF00324.21	479	DB.contig4_8	468	2.6e-120
AA_permease_2	PF13520.6	425	DB.contig4_8	468	4.3e-47
FKBP_C	PF00254.28	94	DB.contig4_9	207	7.9e-27
FKBP_N	PF01346.18	97	DB.contig4_9	207	1.2e-19
OapA_N	PF08525.11	28	DB.contig4_10	132	1.7e-08
GerE	PF00196.19	57	DB.contig5_2	200	1.6e-09
Sigma70_r4_2	PF08281.12	54	DB.contig5_2	200	0.0056
HTH_40	PF14493.6	89	DB.contig5_2	200	0.0096
Antirestrict	PF03230.13	92	DB.contig5_3	143	2.8e-27
DUF1380	PF07128.12	137	DB.contig5_5	140	3.9e-74
N6_N4_Mtase	PF01555.18	231	DB.contig5_7	234	1.8e-30
N6_N4_Mtase	PF01555.18	231	DB.contig5_7	234	1.8e-30
UvrD-helicase	PF00580.21	315	DB.contig5_8	680	5.3e-37
AAA_19	PF13245.6	146	DB.contig5_8	680	7e-26
UvrD_C	PF13361.6	349	DB.contig5_8	680	4.9e-20
UvrD_C_2	PF13538.6	52	DB.contig5_8	680	1.2e-09
Viral_helicase1	PF01443.18	234	DB.contig5_8	680	3.3e-09
Ost5	PF05251.12	73	DB.contig6_2	35	0.011
HSP20	PF00011.21	102	DB.contig6_3	158	2.1e-14
ArsA_HSP20	PF17886.1	63	DB.contig6_3	158	0.00091
CinA	PF02464.17	155	DB.contig6_4	171	6.4e-50
EAL	PF00563.20	238	DB.contig6_5	406	2.5e-46
BLUF	PF04940.12	92	DB.contig6_5	406	2.6e-22
GerE	PF00196.19	57	DB.contig6_6	204	3.3e-12
HTH_23	PF13384.6	50	DB.contig6_6	204	0.0038
HTH_18	PF12833.7	81	DB.contig6_7	314	3.3e-15
HTH_AraC	PF00165.23	42	DB.contig6_7	314	4.4e-08
GyrI-like	PF06445.15	155	DB.contig6_7	314	2.5e-05
Cass2	PF14526.6	149	DB.contig6_7	314	0.00089
GntP_permease	PF02447.16	440	DB.contig6_8	455	5.2e-128
CitMHS	PF03600.16	300	DB.contig6_8	455	5.5e-17
AP_endonuc_2	PF01261.24	210	DB.contig6_9	242	5.6e-36
HATPase_c	PF02518.26	112	DB.contig7_2	467	2.1e-16
HisKA	PF00512.25	67	DB.contig7_2	467	8.5e-10
HAMP	PF00672.25	53	DB.contig7_2	467	1.2e-06
HATPase_c_5	PF14501.6	101	DB.contig7_2	467	3.6e-06
Response_reg	PF00072.24	112	DB.contig7_3	227	3.5e-26
Trans_reg_C	PF00486.28	77	DB.contig7_3	227	6.8e-25
CopD	PF05425.13	105	DB.contig7_4	310	2.1e-21
DUF4149	PF13664.6	102	DB.contig7_4	310	0.0023
CopC	PF04234.12	92	DB.contig7_5	127	3.1e-23
Big_5	PF13205.6	108	DB.contig7_5	127	1.9e-05
CopB	PF05275.11	208	DB.contig7_6	299	3.6e-87
OMP_b-brl	PF13505.6	178	DB.contig7_6	299	0.0027
Cu-oxidase_3	PF07732.15	119	DB.contig7_7	606	1.6e-49
Cu-oxidase_3	PF07732.15	119	DB.contig7_7	606	1.6e-49
Cu-oxidase	PF00394.22	159	DB.contig7_7	606	3.7e-40
Cu-oxidase_2	PF07731.14	137	DB.contig7_7	606	2.6e-31
Cu-oxidase_2	PF07731.14	137	DB.contig7_7	606	2.6e-31
TAT_signal	PF10518.9	26	DB.contig7_7	606	0.0047
NUT	PF12881.7	729	DB.contig7_8	150	0.015
Peptidase_M23	PF01551.22	96	DB.contig7_9	195	2.2e-17
SBP_bac_11	PF13531.6	230	DB.contig8_2	258	3.1e-50
SBP_bac_1	PF01547.25	315	DB.contig8_2	258	3.2e-16
AcrZ	PF10766.9	48	DB.contig8_3	50	5e-31
TOBE	PF03459.17	64	DB.contig8_4	263	1.1e-26
TOBE	PF03459.17	64	DB.contig8_4	263	1.1e-26
HTH_1	PF00126.27	60	DB.contig8_4	263	5.2e-15
ABC_tran	PF00005.27	137	DB.contig8_5	491	9.8e-47
ABC_tran	PF00005.27	137	DB.contig8_5	491	9.8e-47
AAA_21	PF13304.6	303	DB.contig8_5	491	1.2e-16
AAA_16	PF13191.6	170	DB.contig8_5	491	4.6e-08
AAA_29	PF13555.6	61	DB.contig8_5	491	9.4e-08
GDP_Man_Dehyd	PF16363.5	332	DB.contig8_6	339	1.4e-65
Epimerase	PF01370.21	241	DB.contig8_6	339	7.6e-61
3Beta_HSD	PF01073.19	280	DB.contig8_6	339	1.5e-20
Polysacc_synt_2	PF02719.15	294	DB.contig8_6	339	1.4e-18
RmlD_sub_bind	PF04321.17	287	DB.contig8_6	339	2.7e-14
NmrA	PF05368.13	233	DB.contig8_6	339	8.9e-12
NAD_binding_10	PF13460.6	184	DB.contig8_6	339	8.1e-11
adh_short	PF00106.25	195	DB.contig8_6	339	6.1e-08
KR	PF08659.10	180	DB.contig8_6	339	6.1e-08
NAD_binding_4	PF07993.12	257	DB.contig8_6	339	6e-06
UDPG_MGDP_dh_N	PF03721.14	187	DB.contig8_6	339	0.0055
GalP_UDP_tr_C	PF02744.17	167	DB.contig8_7	349	2.7e-71
GalP_UDP_transf	PF01087.22	184	DB.contig8_7	349	6e-71
HIT	PF01230.23	98	DB.contig8_7	349	0.00013
GalKase_gal_bdg	PF10509.9	49	DB.contig8_8	383	3.3e-22
GHMP_kinases_C	PF08544.13	85	DB.contig8_8	383	1.4e-14
GHMP_kinases_N	PF00288.26	66	DB.contig8_8	383	2.9e-14
Aldose_epim	PF01263.20	301	DB.contig8_9	205	1.2e-54
TraN	PF06986.11	240	DB.contig9_2	646	1.5e-73
TraF	PF13728.6	224	DB.contig9_3	257	1.3e-60
Pom	PF17251.2	279	DB.contig9_3	257	0.0096
TraF	PF13728.6	224	DB.contig9_4	185	7.3e-14
Thioredoxin_2	PF13098.6	109	DB.contig9_4	185	2.8e-05
DSBA	PF01323.20	193	DB.contig9_4	185	0.00055
Thioredoxin	PF00085.20	103	DB.contig9_4	185	0.0044
TraH	PF06122.11	361	DB.contig9_5	455	3.2e-105
TraG_N	PF07916.11	467	DB.contig9_6	883	4.9e-75
GH43_C2	PF17851.1	202	DB.contig10_1	169	8.6e-34
DUF1349	PF07081.11	178	DB.contig10_1	169	0.00031
HNH	PF01844.23	47	DB.contig10_2	213	2.8e-08
PS_pyruv_trans	PF04230.13	286	DB.contig10_3	270	4.9e-14
Glycos_transf_2	PF00535.26	170	DB.contig10_4	741	9.3e-26
Glyco_tranf_2_2	PF10111.9	276	DB.contig10_4	741	2.1e-19
Glyco_tranf_2_2	PF10111.9	276	DB.contig10_4	741	2.1e-19
Glyco_tranf_2_3	PF13641.6	230	DB.contig10_4	741	7e-13
Glycos_transf_1	PF00534.20	172	DB.contig10_4	741	4.3e-12
Glyco_trans_1_4	PF13692.6	134	DB.contig10_4	741	1.2e-08
Glyco_transf_4	PF13439.6	170	DB.contig10_4	741	1.5e-07
Glyco_transf_7C	PF02709.14	78	DB.contig10_4	741	1.6e-05
Glyco_transf_5	PF08323.11	244	DB.contig10_4	741	4.7e-05
Glyco_trans_2_3	PF13632.6	197	DB.contig10_4	741	0.00031
Glyco_trans_4_4	PF13579.6	160	DB.contig10_4	741	0.0015
Glyco_transf_21	PF13506.6	173	DB.contig10_4	741	0.0017
rve_3	PF13683.6	67	DB.contig10_5	116	8.4e-29
rve	PF00665.26	119	DB.contig10_5	116	4.5e-14
rve_2	PF13333.6	52	DB.contig10_5	116	3.6e-07
DDE_Tnp_IS240	PF13610.6	140	DB.contig10_5	116	0.0023
HTH_21	PF13276.6	60	DB.contig10_6	129	6.8e-10
rve	PF00665.26	119	DB.contig10_6	129	0.0031
HTH_Tnp_1	PF01527.20	75	DB.contig10_7	56	4.6e-08
DivIC	PF04977.15	80	DB.contig10_7	56	0.035
DDE_Tnp_1_5	PF13737.6	112	DB.contig11_1	137	5.2e-46
TraS	PF10624.9	162	DB.contig11_3	201	1.7e-08
TraT	PF05818.12	215	DB.contig11_4	259	4.9e-81
DUF3482	PF11981.8	294	DB.contig11_4	259	0.0012
TrwB_AAD_bind	PF10412.9	386	DB.contig11_6	771	1.3e-122
TraD_N	PF12615.8	94	DB.contig11_6	771	3.1e-31
TraG-D_C	PF12696.7	126	DB.contig11_6	771	4.4e-18
T4SS-DNA_transf	PF02534.14	469	DB.contig11_6	771	1.7e-06
TrwC	PF08751.11	296	DB.contig11_7	190	1.1e-52
N6_Mtase	PF02384.16	312	DB.contig12_1	519	1.1e-115
HsdM_N	PF12161.8	137	DB.contig12_1	519	7e-18
UPF0020	PF01170.18	197	DB.contig12_1	519	0.0019
MTS	PF05175.14	169	DB.contig12_1	519	0.0027
Methylase_S	PF01420.19	168	DB.contig12_2	402	3.1e-33
Methylase_S	PF01420.19	168	DB.contig12_2	402	3.1e-33
SWI2_SNF2	PF18766.1	224	DB.contig12_3	963	1.3e-52
HSDR_N	PF04313.14	194	DB.contig12_3	963	6.8e-51
EcoR124_C	PF12008.8	258	DB.contig12_3	963	4.4e-42
ResIII	PF04851.15	171	DB.contig12_3	963	5.8e-37
HSDR_N_2	PF13588.6	110	DB.contig12_3	963	2.4e-06
DEAD	PF00270.29	176	DB.contig12_3	963	5.6e-06
AAA_30	PF13604.6	192	DB.contig13_3	980	2.5e-26
AAA_19	PF13245.6	146	DB.contig13_3	980	4.8e-18
PIF1	PF05970.14	364	DB.contig13_3	980	3.1e-14
UvrD_C_2	PF13538.6	52	DB.contig13_3	980	7.9e-14
DUF4145	PF13643.6	88	DB.contig13_3	980	7.1e-06
SH3_13	PF18335.1	65	DB.contig13_3	980	0.00013
ResIII	PF04851.15	171	DB.contig13_3	980	0.00091
AAA_22	PF13401.6	137	DB.contig13_3	980	0.001
TsaE	PF02367.17	125	DB.contig13_3	980	0.0019
ATPase_2	PF01637.18	233	DB.contig13_3	980	0.0052
TPR_19	PF14559.6	68	DB.contig13_4	474	8.6e-06
DUF5511	PF17630.2	69	DB.contig14_1	224	0.019
HTH_11	PF08279.12	55	DB.contig14_2	90	0.0041
Replicase	PF03090.17	131	DB.contig14_3	278	7.9e-38
PriCT_1	PF08708.11	67	DB.contig14_3	278	2.4e-09
MobC	PF05713.11	45	DB.contig14_8	125	3.5e-06
Relaxase	PF03432.14	242	DB.contig14_9	325	2.2e-24
OEP	PF02321.18	188	DB.contig15_1	266	5.8e-29
CusF_Ec	PF11604.8	68	DB.contig15_2	118	1.5e-20
HlyD_D23	PF16576.5	214	DB.contig15_3	431	9.9e-63
HlyD_D4	PF16572.5	56	DB.contig15_3	431	7.1e-23
HlyD_3	PF13437.6	106	DB.contig15_3	431	7e-14
ACR_tran	PF00873.19	1021	DB.contig15_4	743	3.7e-170
EamA	PF00892.20	137	DB.contig16_1	92	2.6e-08
MarR	PF01047.22	59	DB.contig16_2	169	2.8e-12
MarR_2	PF12802.7	62	DB.contig16_2	169	1.1e-09
HTH_27	PF13463.6	68	DB.contig16_2	169	1e-05
HTH_34	PF13601.6	80	DB.contig16_2	169	0.00014
HxlR	PF01638.17	91	DB.contig16_2	169	0.00083
NicO	PF03824.16	283	DB.contig16_3	319	1.3e-26
NicO	PF03824.16	283	DB.contig16_3	319	1.3e-26
DsbD_2	PF13386.6	199	DB.contig16_3	319	0.088
Phage_integrase	PF00589.22	172	DB.contig16_5	202	9.4e-49
Phage_integrase	PF00589.22	172	DB.contig16_6	200	4.4e-48
rve_3	PF13683.6	67	DB.contig17_2	275	1.1e-32
rve	PF00665.26	119	DB.contig17_2	275	5.5e-23
HTH_21	PF13276.6	60	DB.contig17_2	275	3.7e-16
rve_2	PF13333.6	52	DB.contig17_2	275	5.7e-05
HTH_32	PF13565.6	73	DB.contig17_2	275	0.0089
HTH_Tnp_1	PF01527.20	75	DB.contig17_3	88	5.4e-22
HTH_28	PF13518.6	52	DB.contig17_3	88	7.6e-06
HTH_29	PF13551.6	63	DB.contig17_3	88	8.8e-05
HTH_23	PF13384.6	50	DB.contig17_3	88	0.00014
HTH_Tnp_1_2	PF13022.6	123	DB.contig17_3	88	0.0008
EAL	PF00563.20	238	DB.contig17_4	498	9.7e-49
CSS-motif	PF12792.7	209	DB.contig17_4	498	8.9e-14
HTH_Tnp_1	PF01527.20	75	DB.contig17_5	93	1.2e-18
HTH_28	PF13518.6	52	DB.contig17_5	93	7.4e-06
HTH_23	PF13384.6	50	DB.contig17_5	93	1.3e-05
Terminase_5	PF06056.12	58	DB.contig17_5	93	2.6e-05
MAD	PF05557.13	661	DB.contig17_5	93	0.0011
HTH_Tnp_ISL3	PF13542.6	52	DB.contig17_5	93	0.0026
GAS	PF13851.6	200	DB.contig17_5	93	0.0071
rve	PF00665.26	119	DB.contig17_6	271	2.5e-35
rve_2	PF13333.6	52	DB.contig17_6	271	8.5e-15
HTH_21	PF13276.6	60	DB.contig17_6	271	1.8e-12
rve_3	PF13683.6	67	DB.contig17_6	271	7.1e-11
DDE_Tnp_IS240	PF13610.6	140	DB.contig17_6	271	1.6e-08
MT-A70	PF05063.14	172	DB.contig18_1	192	8.4e-20
MT-A70	PF05063.14	172	DB.contig18_1	192	8.4e-20
HTH_11	PF08279.12	55	DB.contig18_2	143	0.0041
YqaJ	PF09588.10	148	DB.contig18_3	208	1.3e-13
DUF1828	PF08861.10	91	DB.contig18_8	218	8.3e-05
His_biosynth	PF00977.21	229	DB.contig19_1	67	1.2e-09
PRA-CH	PF01502.18	74	DB.contig19_2	200	4.3e-32
PRA-PH	PF01503.17	83	DB.contig19_2	200	4.8e-18
MazG	PF03819.17	74	DB.contig19_2	200	0.028
Glycos_transf_2	PF00535.26	170	DB.contig19_3	439	1.3e-32
Glyco_tranf_2_2	PF10111.9	276	DB.contig19_3	439	2.5e-16
Glyco_tranf_2_3	PF13641.6	230	DB.contig19_3	439	6.3e-13
MPS2	PF17060.5	372	DB.contig19_3	439	0.00027
UPF0242	PF06785.11	193	DB.contig19_3	439	0.00064
HAP1_N	PF04849.13	308	DB.contig19_3	439	0.0015
Glycos_transf_1	PF00534.20	172	DB.contig19_4	378	1.3e-26
Glyco_trans_1_4	PF13692.6	134	DB.contig19_4	378	8.1e-19
Glyco_trans_4_2	PF13477.6	139	DB.contig19_4	378	1.2e-18
Glyco_trans_1_2	PF13524.6	92	DB.contig19_4	378	9.5e-09
Glyco_transf_4	PF13439.6	170	DB.contig19_4	378	0.00027
Glyco_tranf_2_3	PF13641.6	230	DB.contig19_5	222	2.5e-05
DDE_Tnp_ISL3	PF01610.17	240	DB.contig20_1	355	5.4e-55
HTH_Tnp_ISL3	PF13542.6	52	DB.contig20_1	355	8e-13
zf-ISL3	PF14690.6	47	DB.contig20_1	355	6e-08
Phage_integrase	PF00589.22	172	DB.contig20_2	247	6.5e-28
Rep_3	PF01051.21	222	DB.contig20_3	337	1.3e-30
SoPB_HTH	PF18090.1	75	DB.contig21_1	324	5.5e-39
ParBc	PF02195.18	90	DB.contig21_1	324	8.6e-11
AAA_31	PF13614.6	177	DB.contig21_2	389	4.9e-29
CbiA	PF01656.23	128	DB.contig21_2	389	1.7e-17
MerR	PF00376.23	38	DB.contig21_2	389	6.7e-05
ParA	PF10609.9	246	DB.contig21_2	389	9e-05
TrwC	PF08751.11	296	DB.contig22_1	129	7.4e-30
TrwB_AAD_bind	PF10412.9	386	DB.contig22_2	711	5e-117
TraG-D_C	PF12696.7	126	DB.contig22_2	711	8e-18
T4SS-DNA_transf	PF02534.14	469	DB.contig22_2	711	7.2e-11
AAA_16	PF13191.6	170	DB.contig22_2	711	0.0016
CCB1	PF12046.8	168	DB.contig22_3	188	0.024
MTS	PF05175.14	169	DB.contig23_4	188	1.3e-07
Methyltransf_25	PF13649.6	97	DB.contig23_4	188	0.00016
Methyltransf_23	PF13489.6	165	DB.contig23_4	188	0.011
DUF3560	PF12083.8	124	DB.contig23_5	363	4.7e-38
PTS_EIIA_2	PF00359.22	144	DB.contig24_1	137	7.3e-32
Ribul_P_3_epim	PF00834.19	198	DB.contig24_2	227	1.1e-62
QRPTase_C	PF01729.19	169	DB.contig24_2	227	0.0059
EIIC-GAT	PF03611.14	396	DB.contig24_3	421	1.7e-144
PTS_IIB	PF02302.17	90	DB.contig24_4	89	4.9e-17
DUF948	PF06103.11	89	DB.contig24_4	89	0.012
PTS_EIIA_2	PF00359.22	144	DB.contig24_5	146	3.3e-31
PilZ	PF07238.14	103	DB.contig26_1	237	5.4e-05
GerE	PF00196.19	57	DB.contig26_2	195	3.3e-13
DUF2089	PF09862.9	114	DB.contig26_2	195	0.013
EAL	PF00563.20	238	DB.contig26_3	239	3.1e-26
Xan_ur_permease	PF00860.20	389	DB.contig27_1	351	2.4e-85
Flavin_Reduct	PF01613.18	155	DB.contig27_2	165	3e-31
Nitroreductase	PF00881.24	170	DB.contig27_3	197	2.6e-14
Abhydrolase_1	PF00561.20	257	DB.contig27_4	114	3.4e-05
Xan_ur_permease	PF00860.20	389	DB.contig27_5	136	4.8e-32
Amidohydro_3	PF07969.11	473	DB.contig28_1	413	2.7e-44
Amidohydro_3	PF07969.11	473	DB.contig28_1	413	2.7e-44
Amidohydro_1	PF01979.20	344	DB.contig28_1	413	1.9e-10
PucR	PF07905.11	117	DB.contig28_2	412	4.5e-27
HTH_30	PF13556.6	59	DB.contig28_2	412	4.2e-18
GGDEF_2	PF17853.1	116	DB.contig28_2	412	2.1e-12
HTH_8	PF02954.19	42	DB.contig28_2	412	3.8e-07
HTH_1	PF00126.27	60	DB.contig28_2	412	2.8e-05
Transp_cyt_pur	PF02133.15	440	DB.contig28_3	94	4.4e-05
