target	acc	tlen	query	qlen	evalue
FR47	PF08445.10	86	DB2.contig1_72	171	6.2e-05
Acetyltransf_3	PF13302.7	138	DB2.contig1_72	171	0.00014
Acetyltransf_CG	PF14542.6	80	DB2.contig1_72	171	0.0019
NAT	PF04768.13	170	DB2.contig1_72	171	0.014
Mannitol_dh_C	PF08125.13	246	DB2.contig1_73	484	4.3e-76
Mannitol_dh	PF01232.23	151	DB2.contig1_73	484	1.6e-39
Acetyltransf_10	PF13673.7	127	DB2.contig1_74	177	1.8e-11
Acetyltransf_1	PF00583.25	117	DB2.contig1_74	177	2.4e-11
Acetyltransf_7	PF13508.7	76	DB2.contig1_74	177	2e-07
FR47	PF08445.10	86	DB2.contig1_74	177	0.00011
Acetyltransf_9	PF13527.7	128	DB2.contig1_74	177	0.00018
Acetyltransf_4	PF13420.7	155	DB2.contig1_74	177	0.00049
PanZ	PF12568.8	128	DB2.contig1_74	177	0.0098
GGDEF	PF00990.21	161	DB2.contig1_75	475	7e-29
DUF4186	PF13811.6	109	DB2.contig1_76	123	4e-51
Glutaminase	PF04960.15	286	DB2.contig1_77	309	4.2e-113
Aldedh	PF00171.22	462	DB2.contig1_78	463	2.7e-139
baeRF_family2	PF18844.1	149	DB2.contig1_78	463	0.031
LysR_substrate	PF03466.20	209	DB2.contig1_79	293	1.5e-43
HTH_1	PF00126.27	60	DB2.contig1_79	293	9.6e-18
Acetyltransf_1	PF00583.25	117	DB2.contig1_80	161	2.8e-14
Acetyltransf_7	PF13508.7	76	DB2.contig1_80	161	6.2e-11
Acetyltransf_10	PF13673.7	127	DB2.contig1_80	161	4.2e-09
FR47	PF08445.10	86	DB2.contig1_80	161	2.1e-06
Acetyltransf_CG	PF14542.6	80	DB2.contig1_80	161	0.0096
Ldh_1_N	PF00056.23	141	DB2.contig1_81	315	9.9e-33
Ldh_1_C	PF02866.18	167	DB2.contig1_81	315	8.8e-20
Shikimate_DH	PF01488.20	138	DB2.contig1_81	315	0.00017
F420_oxidored	PF03807.17	97	DB2.contig1_81	315	0.00021
TrkA_N	PF02254.18	116	DB2.contig1_81	315	0.0011
UDPG_MGDP_dh_N	PF03721.14	187	DB2.contig1_81	315	0.0048
NAD_binding_7	PF13241.6	104	DB2.contig1_81	315	0.0067
DeoRC	PF00455.22	160	DB2.contig1_82	254	5.3e-48
HTH_DeoR	PF08220.12	57	DB2.contig1_82	254	3.2e-17
DprA_WH	PF17782.1	61	DB2.contig1_82	254	3.3e-05
HTH_11	PF08279.12	55	DB2.contig1_82	254	6.7e-05
HTH_5	PF01022.20	47	DB2.contig1_82	254	0.0018
GntR	PF00392.21	64	DB2.contig1_82	254	0.0031
PdxA	PF04166.12	282	DB2.contig1_83	329	3.2e-103
SBD_N	PF07005.11	228	DB2.contig1_84	412	1.2e-50
NBD_C	PF17042.5	170	DB2.contig1_84	412	1.8e-33
RBD	PF02196.15	69	DB2.contig1_84	412	0.017
Fe-ADH	PF00465.19	364	DB2.contig1_85	383	4.7e-94
Fe-ADH_2	PF13685.6	250	DB2.contig1_85	383	2.6e-15
Peripla_BP_6	PF13458.6	342	DB2.contig1_85	383	0.00014
DHDPS	PF00701.22	289	DB2.contig1_86	295	1.7e-62
2-Hacid_dh_C	PF02826.19	178	DB2.contig1_87	317	6.2e-62
2-Hacid_dh	PF00389.30	134	DB2.contig1_87	317	2.4e-26
NAD_binding_2	PF03446.15	158	DB2.contig1_87	317	1.7e-05
AdoHcyase_NAD	PF00670.21	162	DB2.contig1_87	317	0.00053
XdhC_C	PF13478.6	125	DB2.contig1_87	317	0.0063
MFS_1	PF07690.16	353	DB2.contig1_88	440	3.4e-69
MFS_1	PF07690.16	353	DB2.contig1_88	440	3.4e-69
Sugar_tr	PF00083.24	452	DB2.contig1_88	440	4.8e-09
MFS_3	PF05977.13	522	DB2.contig1_88	440	9.5e-07
ATG22	PF11700.8	478	DB2.contig1_88	440	0.0003
MFS_4	PF06779.14	363	DB2.contig1_88	440	0.00045
PhzC-PhzF	PF02567.16	283	DB2.contig1_89	265	4.5e-51
MFS_1	PF07690.16	353	DB2.contig1_90	400	1.4e-35
MFS_1	PF07690.16	353	DB2.contig1_90	400	1.4e-35
Sugar_tr	PF00083.24	452	DB2.contig1_90	400	2.2e-05
MarC	PF01914.17	203	DB2.contig1_91	223	9e-66
MarR	PF01047.22	59	DB2.contig1_93	145	1.9e-18
MarR_2	PF12802.7	62	DB2.contig1_93	145	3.2e-12
HTH_27	PF13463.6	68	DB2.contig1_93	145	5.3e-06
HNH_5	PF14279.6	56	DB2.contig1_93	145	0.0067
HTH_18	PF12833.7	81	DB2.contig1_94	125	4.3e-18
HTH_AraC	PF00165.23	42	DB2.contig1_94	125	1.2e-15
HTH_AraC	PF00165.23	42	DB2.contig1_94	125	1.2e-15
MarB	PF13999.6	65	DB2.contig1_95	73	1.6e-35
EamA	PF00892.20	137	DB2.contig1_96	300	2.4e-31
EamA	PF00892.20	137	DB2.contig1_96	300	2.4e-31
TPT	PF03151.16	290	DB2.contig1_96	300	4.4e-05
CRT-like	PF08627.10	334	DB2.contig1_96	300	0.0071
MFS_1	PF07690.16	353	DB2.contig1_97	399	3.3e-31
MFS_1	PF07690.16	353	DB2.contig1_97	399	3.3e-31
LacY_symp	PF01306.19	413	DB2.contig1_97	399	3.1e-07
MFS_2	PF13347.6	427	DB2.contig1_97	399	2.9e-05
MFS_2	PF13347.6	427	DB2.contig1_97	399	2.9e-05
HTH_3	PF01381.22	55	DB2.contig1_98	161	1.2e-17
2TM	PF13239.6	76	DB2.contig1_98	161	1.3e-13
HTH_31	PF13560.6	64	DB2.contig1_98	161	3.3e-11
HTH_26	PF13443.6	63	DB2.contig1_98	161	8.6e-08
HTH_19	PF12844.7	65	DB2.contig1_98	161	9.5e-08
HTH_25	PF13413.6	62	DB2.contig1_98	161	9.1e-05
HTH_23	PF13384.6	50	DB2.contig1_98	161	0.002
ABC_tran	PF00005.27	137	DB2.contig1_99	233	4.8e-33
AAA_21	PF13304.6	303	DB2.contig1_99	233	1.6e-12
AAA_21	PF13304.6	303	DB2.contig1_99	233	1.6e-12
RsgA_GTPase	PF03193.16	167	DB2.contig1_99	233	0.00038
AAA_16	PF13191.6	170	DB2.contig1_99	233	0.00054
AAA_23	PF13476.6	200	DB2.contig1_99	233	0.00054
AAA_29	PF13555.6	61	DB2.contig1_99	233	0.0029
ABC_tran	PF00005.27	137	DB2.contig1_100	266	1.9e-28
BCA_ABC_TP_C	PF12399.8	23	DB2.contig1_100	266	2.7e-08
AAA_21	PF13304.6	303	DB2.contig1_100	266	1.8e-07
SMC_N	PF02463.19	220	DB2.contig1_100	266	2.2e-06
AAA_23	PF13476.6	200	DB2.contig1_100	266	0.00015
AAA_22	PF13401.6	137	DB2.contig1_100	266	0.00075
AAA_15	PF13175.6	369	DB2.contig1_100	266	0.0012
AAA_29	PF13555.6	61	DB2.contig1_100	266	0.0021
BPD_transp_2	PF02653.16	268	DB2.contig1_101	358	1e-40
BPD_transp_2	PF02653.16	268	DB2.contig1_102	525	7.7e-51
HEAT_2	PF13646.6	88	DB2.contig1_102	525	3.9e-05
Peripla_BP_5	PF13433.6	364	DB2.contig1_103	424	7.4e-173
Peripla_BP_6	PF13458.6	342	DB2.contig1_103	424	2.4e-74
ANF_receptor	PF01094.28	354	DB2.contig1_103	424	0.00083
Meth_synt_2	PF01717.18	324	DB2.contig1_104	368	3.2e-13
Rhodanese	PF00581.20	107	DB2.contig1_105	133	3.6e-06
HTH_18	PF12833.7	81	DB2.contig1_106	366	3.8e-22
DJ-1_PfpI	PF01965.24	165	DB2.contig1_106	366	6.8e-16
HTH_AraC	PF00165.23	42	DB2.contig1_106	366	1.2e-14
HTH_AraC	PF00165.23	42	DB2.contig1_106	366	1.2e-14
DUF4177	PF13783.6	65	DB2.contig1_107	73	3e-09
Acetyltransf_10	PF13673.7	127	DB2.contig1_108	147	2.9e-11
Acetyltransf_1	PF00583.25	117	DB2.contig1_108	147	1.1e-10
Acetyltransf_7	PF13508.7	76	DB2.contig1_108	147	5.3e-09
Acetyltransf_9	PF13527.7	128	DB2.contig1_108	147	7.6e-06
Peripla_BP_3	PF13377.6	166	DB2.contig1_109	355	6.7e-32
LacI	PF00356.21	46	DB2.contig1_109	355	1e-19
Peripla_BP_1	PF00532.21	279	DB2.contig1_109	355	2.6e-16
Peripla_BP_4	PF13407.6	258	DB2.contig1_109	355	3.5e-10
HTH_31	PF13560.6	64	DB2.contig1_109	355	6.4e-05
HTH_35	PF13693.6	75	DB2.contig1_109	355	0.0011
Glyco_hydro_2_C	PF02836.17	302	DB2.contig1_110	1036	1.5e-112
Glyco_hydro_2_N	PF02837.18	169	DB2.contig1_110	1036	1.1e-57
Bgal_small_N	PF02929.17	242	DB2.contig1_110	1036	1.1e-57
DUF4981	PF16353.5	87	DB2.contig1_110	1036	6.4e-17
Glyco_hydro_2	PF00703.21	110	DB2.contig1_110	1036	3.5e-09
LacY_symp	PF01306.19	413	DB2.contig1_111	422	3.9e-206
MFS_1	PF07690.16	353	DB2.contig1_111	422	7.5e-23
MFS_1_like	PF12832.7	385	DB2.contig1_111	422	3.6e-20
AAA_21	PF13304.6	303	DB2.contig1_112	363	6.4e-26
AAA_15	PF13175.6	369	DB2.contig1_112	363	3.7e-19
AAA_15	PF13175.6	369	DB2.contig1_112	363	3.7e-19
SMC_N	PF02463.19	220	DB2.contig1_112	363	4.6e-13
AAA_23	PF13476.6	200	DB2.contig1_112	363	5.1e-09
ABC_tran	PF00005.27	137	DB2.contig1_112	363	4.4e-05
Exonuc_VIII	PF06630.11	192	DB2.contig1_113	87	0.055
Beta-lactamase2	PF13354.6	202	DB2.contig1_114	289	4.6e-37
Beta-lactamase	PF00144.24	330	DB2.contig1_114	289	3.9e-32
Peptidase_S11	PF00768.20	241	DB2.contig1_114	289	0.0029
DeoRC	PF00455.22	160	DB2.contig1_115	254	1.6e-50
HTH_DeoR	PF08220.12	57	DB2.contig1_115	254	4.8e-18
HTH_11	PF08279.12	55	DB2.contig1_115	254	1.6e-10
HTH_24	PF13412.6	48	DB2.contig1_115	254	1.1e-05
MarR	PF01047.22	59	DB2.contig1_115	254	5.6e-05
GntR	PF00392.21	64	DB2.contig1_115	254	6.3e-05
MarR_2	PF12802.7	62	DB2.contig1_115	254	0.00013
HTH_20	PF12840.7	61	DB2.contig1_115	254	0.00018
Rrf2	PF02082.20	83	DB2.contig1_115	254	0.00025
Fe_dep_repress	PF01325.19	60	DB2.contig1_115	254	0.00034
PaaX	PF07848.12	70	DB2.contig1_115	254	0.00049
DUF1670	PF07900.11	220	DB2.contig1_115	254	0.0011
NAD_binding_2	PF03446.15	158	DB2.contig1_116	61	5.7e-07
3HCDH_N	PF02737.18	180	DB2.contig1_116	61	7.4e-06
TrkA_N	PF02254.18	116	DB2.contig1_116	61	0.0013
AlaDh_PNT_C	PF01262.21	214	DB2.contig1_116	61	0.0018
UDPG_MGDP_dh_N	PF03721.14	187	DB2.contig1_116	61	0.0093
NAD_binding_11	PF14833.6	122	DB2.contig1_117	236	4.2e-35
NAD_binding_2	PF03446.15	158	DB2.contig1_117	236	2.5e-23
SBD_N	PF07005.11	228	DB2.contig1_118	422	2.6e-65
NBD_C	PF17042.5	170	DB2.contig1_118	422	2.4e-38
Aldolase_II	PF00596.21	186	DB2.contig1_119	207	5.5e-42
AP_endonuc_2	PF01261.24	210	DB2.contig1_120	261	8.5e-37
GntP_permease	PF02447.16	440	DB2.contig1_121	455	1e-128
CitMHS	PF03600.16	300	DB2.contig1_121	455	1.5e-14
HTH_18	PF12833.7	81	DB2.contig1_122	314	3.3e-15
HTH_AraC	PF00165.23	42	DB2.contig1_122	314	4.4e-08
GyrI-like	PF06445.15	155	DB2.contig1_122	314	2.5e-05
Cass2	PF14526.6	149	DB2.contig1_122	314	0.00089
GerE	PF00196.19	57	DB2.contig1_123	204	3.3e-12
HTH_23	PF13384.6	50	DB2.contig1_123	204	0.0038
EAL	PF00563.20	238	DB2.contig1_124	406	2.5e-46
BLUF	PF04940.12	92	DB2.contig1_124	406	2.6e-22
CinA	PF02464.17	155	DB2.contig1_125	171	6.4e-50
HSP20	PF00011.21	102	DB2.contig1_126	158	2.1e-14
ArsA_HSP20	PF17886.1	63	DB2.contig1_126	158	0.00091
Ost5	PF05251.12	73	DB2.contig1_127	35	0.011
GerE	PF00196.19	57	DB2.contig1_128	212	4.6e-13
HTH_23	PF13384.6	50	DB2.contig1_128	212	0.00046
SRAP	PF02586.14	219	DB2.contig1_129	225	5.1e-49
AraC_binding	PF02311.19	136	DB2.contig1_130	248	3.6e-07
Cupin_2	PF07883.11	71	DB2.contig1_130	248	0.0002
SnoaL_2	PF12680.7	102	DB2.contig1_131	129	8.2e-06
SnoaL	PF07366.12	126	DB2.contig1_131	129	0.029
Peptidase_M3	PF01432.20	458	DB2.contig1_132	682	4.6e-133
adh_short	PF00106.25	195	DB2.contig1_133	250	2.6e-53
adh_short_C2	PF13561.6	234	DB2.contig1_133	250	2.9e-37
KR	PF08659.10	180	DB2.contig1_133	250	1.6e-11
Epimerase	PF01370.21	241	DB2.contig1_133	250	1.7e-06
NAD_binding_10	PF13460.6	184	DB2.contig1_133	250	8.2e-05
Polysacc_synt_2	PF02719.15	294	DB2.contig1_133	250	0.00023
F420_oxidored	PF03807.17	97	DB2.contig1_133	250	0.00026
FCD	PF07729.12	125	DB2.contig1_134	229	4.7e-23
