target	acc	tlen	query	qlen	evalue
PBP_like	PF12727.7	193	DDH.contig2_2	307	1.2e-05
Inositol_P	PF00459.25	272	DDH.contig2_3	261	6.4e-53
FBPase	PF00316.20	189	DDH.contig2_3	261	0.023
FGase	PF05013.12	216	DDH.contig2_4	296	5.6e-72
Response_reg	PF00072.24	112	DDH.contig2_5	121	2.6e-22
OMP_b-brl	PF13505.6	178	DDH.contig2_6	590	5.9e-10
OMP_b-brl	PF13505.6	178	DDH.contig2_6	590	5.9e-10
PHA_gran_rgn	PF09650.10	87	DDH.contig2_8	104	2.7e-16
Sel1	PF08238.12	38	DDH.contig2_9	150	3.6e-14
Sel1	PF08238.12	38	DDH.contig2_9	150	3.6e-14
Pectate_lyase_2	PF06917.12	556	DDH.contig2_9	150	0.0065
CsbD	PF05532.12	53	DDH.contig2_10	125	1.3e-16
DUF883	PF05957.13	94	DDH.contig2_10	125	1.2e-06
Abhydrolase_1	PF00561.20	257	DDH.contig2_11	275	3.7e-25
Hydrolase_4	PF12146.8	239	DDH.contig2_11	275	1.4e-23
Hydrolase_4	PF12146.8	239	DDH.contig2_11	275	1.4e-23
Abhydrolase_6	PF12697.7	220	DDH.contig2_11	275	3.6e-18
Peptidase_S9	PF00326.21	212	DDH.contig2_11	275	3.8e-08
Abhydrolase_2	PF02230.16	217	DDH.contig2_11	275	0.00011
FMN_red	PF03358.15	155	DDH.contig2_12	200	1.2e-12
Flavodoxin_5	PF12724.7	144	DDH.contig2_12	200	1.3e-09
Flavodoxin_1	PF00258.25	143	DDH.contig2_12	200	1.2e-06
Flavodoxin_2	PF02525.17	198	DDH.contig2_12	200	0.0055
SnoaL_2	PF12680.7	102	DDH.contig2_13	125	4.1e-07
Pirin	PF02678.16	108	DDH.contig2_14	233	1.3e-32
Pirin_C_2	PF17954.1	86	DDH.contig2_14	233	2.5e-19
Cupin_2	PF07883.11	71	DDH.contig2_14	233	4.2e-05
LysR_substrate	PF03466.20	209	DDH.contig2_15	305	4.5e-45
HTH_1	PF00126.27	60	DDH.contig2_15	305	9.3e-19
G_glu_transpept	PF01019.21	512	DDH.contig2_16	526	3.7e-137
sCache_2	PF17200.4	155	DDH.contig2_18	560	9.5e-39
dCache_2	PF08269.11	296	DDH.contig2_18	560	2.6e-32
MCPsignal	PF00015.21	172	DDH.contig2_18	560	1.6e-31
Cache_3-Cache_2	PF17201.4	292	DDH.contig2_18	560	7.6e-12
HAMP	PF00672.25	53	DDH.contig2_18	560	2.9e-11
TctC	PF03401.14	274	DDH.contig2_19	333	1.2e-67
tRNA_edit	PF04073.15	123	DDH.contig2_20	156	2.2e-24
IclR	PF01614.18	129	DDH.contig2_21	257	2.5e-32
HTH_IclR	PF09339.10	52	DDH.contig2_21	257	1.2e-12
MarR_2	PF12802.7	62	DDH.contig2_21	257	0.0014
MaoC_dehydrat_N	PF13452.6	132	DDH.contig2_22	160	6.1e-20
MaoC_dehydratas	PF01575.19	123	DDH.contig2_22	160	0.00014
MaoC_dehydratas	PF01575.19	123	DDH.contig2_23	86	5.9e-11
MaoC_dehydrat_N	PF13452.6	132	DDH.contig2_23	86	0.0026
OMP_b-brl	PF13505.6	178	DDH.contig3_1	86	0.00037
DegT_DnrJ_EryC1	PF01041.17	361	DDH.contig3_2	380	1.2e-107
Aminotran_5	PF00266.19	371	DDH.contig3_2	380	0.00027
Cys_Met_Meta_PP	PF01053.20	382	DDH.contig3_2	380	0.0023
GCV_H	PF01597.19	122	DDH.contig3_3	128	2.1e-42
GCV_T	PF01571.21	257	DDH.contig3_4	361	1.4e-83
GCV_T_C	PF08669.11	80	DDH.contig3_4	361	9.7e-16
BPD_transp_1	PF00528.22	185	DDH.contig3_5	539	1.3e-22
BPD_transp_1	PF00528.22	185	DDH.contig3_5	539	1.3e-22
SBP_bac_6	PF13343.6	245	DDH.contig3_6	335	7.4e-22
SBP_bac_8	PF13416.6	282	DDH.contig3_6	335	1.6e-19
SBP_bac_1	PF01547.25	315	DDH.contig3_6	335	1.4e-17
SBP_bac_11	PF13531.6	230	DDH.contig3_6	335	7.7e-17
FAD_binding_3	PF01494.19	349	DDH.contig3_7	408	4.6e-31
SE	PF08491.10	276	DDH.contig3_7	408	3.6e-09
Lycopene_cycl	PF05834.12	380	DDH.contig3_7	408	1.6e-08
DAO	PF01266.24	352	DDH.contig3_7	408	0.00092
NAD_binding_8	PF13450.6	68	DDH.contig3_7	408	0.0018
DUF4442	PF14539.6	132	DDH.contig3_8	162	2.2e-23
YiiD_C	PF09500.10	144	DDH.contig3_8	162	0.025
FAD_binding_3	PF01494.19	349	DDH.contig3_9	396	1.9e-19
NAD_binding_9	PF13454.6	156	DDH.contig3_9	396	1.3e-07
DAO	PF01266.24	352	DDH.contig3_9	396	0.00021
Peptidase_M24	PF00557.24	209	DDH.contig3_10	441	1.9e-63
AMP_N	PF05195.16	123	DDH.contig3_10	441	4.6e-37
Creatinase_N	PF01321.18	132	DDH.contig3_10	441	0.024
UPF0149	PF03695.13	174	DDH.contig3_11	186	1.4e-32
ZapA	PF05164.13	88	DDH.contig3_13	106	4.7e-22
5-FTHF_cyc-lig	PF01812.20	187	DDH.contig3_14	217	4.9e-38
EVE	PF01878.18	145	DDH.contig3_16	150	1e-50
Biotin_lipoyl_2	PF13533.6	50	DDH.contig3_17	322	1.5e-13
HlyD_3	PF13437.6	106	DDH.contig3_17	322	3.6e-13
HlyD_D23	PF16576.5	214	DDH.contig3_17	322	2.6e-11
ABC_tran	PF00005.27	137	DDH.contig3_18	309	1.9e-33
ABC_tran	PF00005.27	137	DDH.contig3_18	309	1.9e-33
AAA_21	PF13304.6	303	DDH.contig3_18	309	5.5e-12
DUF4160	PF13711.6	66	DDH.contig4_5	135	0.0086
BTB	PF00651.31	111	DDH.contig4_6	709	4.2e-25
BTB	PF00651.31	111	DDH.contig4_6	709	4.2e-25
LRR_8	PF13855.6	61	DDH.contig4_6	709	2.9e-18
LRR_8	PF13855.6	61	DDH.contig4_6	709	2.9e-18
LRR_8	PF13855.6	61	DDH.contig4_6	709	2.9e-18
LRR_8	PF13855.6	61	DDH.contig4_6	709	2.9e-18
LRR_8	PF13855.6	61	DDH.contig4_6	709	2.9e-18
LRR_8	PF13855.6	61	DDH.contig4_6	709	2.9e-18
LRR_4	PF12799.7	44	DDH.contig4_6	709	1.3e-16
LRR_4	PF12799.7	44	DDH.contig4_6	709	1.3e-16
LRR_4	PF12799.7	44	DDH.contig4_6	709	1.3e-16
RasGEF	PF00617.19	177	DDH.contig4_7	1133	6.4e-57
RasGEF_N	PF00618.20	105	DDH.contig4_7	1133	1.2e-22
DUF2283	PF10049.9	49	DDH.contig4_13	229	3.2e-05
Brix	PF04427.18	193	DDH.contig4_14	292	2.4e-33
Rhomboid	PF01694.22	150	DDH.contig4_15	193	0.014
UBA	PF00627.31	37	DDH.contig4_16	182	0.0002
Resolvase	PF00239.21	146	DDH.contig5_2	660	2.9e-17
Zn_ribbon_recom	PF13408.6	58	DDH.contig5_2	660	4e-09
Recombinase	PF07508.13	104	DDH.contig5_2	660	0.0014
Peptidase_S66C	PF17676.1	124	DDH.contig5_7	58	0.0034
Lysis_col	PF02402.16	49	DDH.contig5_7	58	0.051
Phage_holin_5_2	PF16079.5	75	DDH.contig5_11	73	0.01
NDUFA12	PF05071.16	96	DDH.contig5_13	71	0.015
Rep_3	PF01051.21	222	DDH.contig5_14	377	0.0015
DUF3382	PF11862.8	97	DDH.contig5_16	81	0.0067
Claudin_2	PF13903.6	193	DDH.contig5_16	81	0.0073
ABC2_membrane_5	PF13346.6	206	DDH.contig5_16	81	0.0081
SpoU_methylase	PF00588.19	142	DDH.contig6_3	320	6e-20
SpoU_methylase	PF00588.19	142	DDH.contig6_3	320	6e-20
Glu-tRNAGln	PF02686.15	62	DDH.contig6_5	113	2.5e-15
Amidase	PF01425.21	451	DDH.contig6_6	510	1.2e-149
GatB_N	PF02934.15	273	DDH.contig6_7	499	6.1e-100
GatB_Yqey	PF02637.18	148	DDH.contig6_7	499	1.6e-42
YqeY	PF09424.10	143	DDH.contig6_7	499	0.00022
Acetyltransf_3	PF13302.7	138	DDH.contig6_8	368	3.2e-11
Acetyltransf_8	PF13523.6	145	DDH.contig6_8	368	5.3e-06
Acetyltransf_1	PF00583.25	117	DDH.contig6_8	368	4.4e-05
Acetyltransf_7	PF13508.7	76	DDH.contig6_8	368	0.00013
Acetyltransf_10	PF13673.7	127	DDH.contig6_8	368	0.014
DUF2469	PF10611.9	100	DDH.contig6_9	104	7.1e-51
Amino_oxidase	PF01593.24	452	DDH.contig6_10	530	8.7e-15
NAD_binding_8	PF13450.6	68	DDH.contig6_10	530	3.8e-14
DAO	PF01266.24	352	DDH.contig6_10	530	5.5e-13
DAO	PF01266.24	352	DDH.contig6_10	530	5.5e-13
Pyr_redox_2	PF07992.14	294	DDH.contig6_10	530	8.3e-08
HI0933_like	PF03486.14	409	DDH.contig6_10	530	2.3e-05
FAD_binding_2	PF00890.24	417	DDH.contig6_10	530	2.9e-05
NAD_binding_9	PF13454.6	156	DDH.contig6_10	530	0.00015
MCRA	PF06100.11	496	DDH.contig6_10	530	0.0002
Trp_halogenase	PF04820.14	454	DDH.contig6_10	530	0.00022
FAD_binding_3	PF01494.19	349	DDH.contig6_10	530	0.00037
Thi4	PF01946.17	235	DDH.contig6_10	530	0.00076
Rho_RNA_bind	PF07497.12	73	DDH.contig6_11	717	2.6e-26
ATP-synt_ab	PF00006.25	213	DDH.contig6_11	717	1.4e-19
Rho_N	PF07498.12	43	DDH.contig6_11	717	4.1e-11
SAP	PF02037.27	35	DDH.contig6_11	717	0.00064
NACHT	PF05729.12	166	DDH.contig6_11	717	0.01
LysR_substrate	PF03466.20	209	DDH.contig7_2	296	2.2e-27
HTH_1	PF00126.27	60	DDH.contig7_2	296	6.4e-19
HTH_30	PF13556.6	59	DDH.contig7_2	296	0.00025
HTH_50	PF18024.1	50	DDH.contig7_2	296	0.0015
Flavodoxin_2	PF02525.17	198	DDH.contig7_3	281	1.3e-47
FMN_red	PF03358.15	155	DDH.contig7_3	281	9e-12
Avidin	PF01382.17	115	DDH.contig7_4	120	1e-09
LpoB	PF13036.6	147	DDH.contig7_6	276	0.0005
Sel1	PF08238.12	38	DDH.contig7_7	196	2.6e-13
Sel1	PF08238.12	38	DDH.contig7_7	196	2.6e-13
TetR_N	PF00440.23	47	DDH.contig7_8	201	6.1e-14
TetR_C_6	PF13977.6	115	DDH.contig7_8	201	0.0017
Abhydrolase_9_N	PF15420.6	209	DDH.contig7_8	201	0.011
Nramp	PF01566.18	358	DDH.contig7_10	431	2.7e-87
CheB_methylest	PF01339.17	170	DDH.contig7_11	335	7.3e-48
CheR	PF01739.18	195	DDH.contig7_12	1021	7.7e-33
PAS_10	PF13596.6	106	DDH.contig7_12	1021	4.8e-28
HATPase_c	PF02518.26	112	DDH.contig7_12	1021	6.3e-25
Response_reg	PF00072.24	112	DDH.contig7_12	1021	3.7e-22
PAS	PF00989.25	113	DDH.contig7_12	1021	1.3e-18
PAS	PF00989.25	113	DDH.contig7_12	1021	1.3e-18
PAS_4	PF08448.10	110	DDH.contig7_12	1021	1.2e-17
PAS_4	PF08448.10	110	DDH.contig7_12	1021	1.2e-17
PAS_9	PF13426.7	104	DDH.contig7_12	1021	5.5e-17
HisKA	PF00512.25	67	DDH.contig7_12	1021	5.8e-11
PAS_3	PF08447.12	89	DDH.contig7_12	1021	1.2e-07
PAS_8	PF13188.7	67	DDH.contig7_12	1021	5e-07
CENP-F_leu_zip	PF10473.9	140	DDH.contig7_12	1021	2.5e-05
Golgin_A5	PF09787.9	306	DDH.contig7_12	1021	5e-05
IFT57	PF10498.9	362	DDH.contig7_12	1021	0.00027
GAS	PF13851.6	200	DDH.contig7_12	1021	0.00079
HMMR_N	PF15905.5	335	DDH.contig7_12	1021	0.0011
CheR_N	PF03705.15	53	DDH.contig7_13	138	8.1e-13
CheR	PF01739.18	195	DDH.contig7_13	138	7.9e-10
MFS_1	PF07690.16	353	DDH.contig8_1	553	1.4e-13
HlyD_D23	PF16576.5	214	DDH.contig8_2	382	5e-18
HlyD_D23	PF16576.5	214	DDH.contig8_2	382	5e-18
HlyD_3	PF13437.6	106	DDH.contig8_2	382	2.5e-17
HlyD	PF00529.20	80	DDH.contig8_2	382	6.1e-12
Biotin_lipoyl_2	PF13533.6	50	DDH.contig8_2	382	1.3e-11
Aldose_epim	PF01263.20	301	DDH.contig8_3	287	9.7e-32
Epimerase	PF01370.21	241	DDH.contig8_4	274	1.8e-19
GDP_Man_Dehyd	PF16363.5	332	DDH.contig8_4	274	1.1e-15
3Beta_HSD	PF01073.19	280	DDH.contig8_4	274	1e-12
NAD_binding_4	PF07993.12	257	DDH.contig8_4	274	1.8e-08
NAD_binding_10	PF13460.6	184	DDH.contig8_4	274	2.9e-07
RmlD_sub_bind	PF04321.17	287	DDH.contig8_4	274	7.4e-07
Polysacc_synt_2	PF02719.15	294	DDH.contig8_4	274	0.00018
SGL	PF08450.12	246	DDH.contig8_5	292	6.1e-80
Arylesterase	PF01731.20	86	DDH.contig8_5	292	0.0067
Str_synth	PF03088.16	89	DDH.contig8_5	292	0.0075
DctP	PF03480.13	286	DDH.contig8_6	324	6.3e-71
DctQ	PF04290.12	132	DDH.contig8_7	176	2.1e-23
DctM	PF06808.12	416	DDH.contig8_8	427	4.4e-113
MCPsignal	PF00015.21	172	DDH.contig8_9	636	8.3e-46
HBM	PF16591.5	254	DDH.contig8_9	636	2.3e-26
HAMP	PF00672.25	53	DDH.contig8_9	636	3.9e-13
HBM	PF16591.5	254	DDH.contig8_10	639	2.6e-63
MCPsignal	PF00015.21	172	DDH.contig8_10	639	1.2e-46
HAMP	PF00672.25	53	DDH.contig8_10	639	6.9e-08
MTES_1575	PF18741.1	95	DDH.contig9_2	1536	1.5e-29
AAA_11	PF13086.6	261	DDH.contig9_2	1536	2.1e-14
AAA_11	PF13086.6	261	DDH.contig9_2	1536	2.1e-14
AAA_30	PF13604.6	192	DDH.contig9_2	1536	6.6e-12
AAA_30	PF13604.6	192	DDH.contig9_2	1536	6.6e-12
AAA_12	PF13087.6	199	DDH.contig9_2	1536	4.5e-10
AAA_19	PF13245.6	146	DDH.contig9_2	1536	9.3e-08
DUF559	PF04480.12	109	DDH.contig9_2	1536	0.0019
PBCV_basic_adap	PF08789.10	38	DDH.contig9_4	117	0.055
Sugar_tr	PF00083.24	452	DDH.contig9_6	435	3.8e-35
Sugar_tr	PF00083.24	452	DDH.contig9_6	435	3.8e-35
MFS_1	PF07690.16	353	DDH.contig9_6	435	1.2e-23
MFS_1	PF07690.16	353	DDH.contig9_6	435	1.2e-23
MFS_1_like	PF12832.7	385	DDH.contig9_6	435	0.29
OATP	PF03137.20	546	DDH.contig9_6	435	1.6
TctC	PF03401.14	274	DDH.contig9_7	326	7.5e-51
Porin_4	PF13609.6	312	DDH.contig9_8	363	2.4e-47
Porin_1	PF00267.21	340	DDH.contig9_8	363	1.3e-09
Aldedh	PF00171.22	462	DDH.contig9_9	123	3.6e-39
Phosphorylase	PF00343.20	711	DDH.contig10_1	178	1.3e-71
DUF2339	PF10101.9	665	DDH.contig10_2	1179	3e-155
DUF2339	PF10101.9	665	DDH.contig10_2	1179	3e-155
SLATT_1	PF18181.1	122	DDH.contig10_2	1179	0.028
DUF3999	PF13163.6	427	DDH.contig10_3	452	8.4e-147
F5_F8_type_C	PF00754.25	127	DDH.contig10_3	452	0.00032
FBPase	PF00316.20	189	DDH.contig10_4	337	2.4e-59
SmpA_OmlA	PF04355.13	71	DDH.contig10_5	85	0.00025
Lipocalin_2	PF08212.12	146	DDH.contig10_6	190	1.4e-57
Lipocalin	PF00061.23	144	DDH.contig10_6	190	6.1e-06
Amidohydro_1	PF01979.20	344	DDH.contig10_7	455	8.3e-36
Amidohydro_3	PF07969.11	473	DDH.contig10_7	455	2.4e-09
UTRA	PF07702.13	141	DDH.contig10_8	250	9.4e-35
GntR	PF00392.21	64	DDH.contig10_8	250	5.5e-21
HTH_DeoR	PF08220.12	57	DDH.contig10_8	250	0.00018
MarR	PF01047.22	59	DDH.contig10_8	250	0.0013
HTH_Crp_2	PF13545.6	68	DDH.contig10_8	250	0.0033
HutD	PF05962.11	183	DDH.contig10_9	187	8.9e-53
DUF2439	PF10382.9	81	DDH.contig10_9	187	0.039
Urocanase_C	PF17392.2	196	DDH.contig10_10	576	8.5e-93
Urocanase	PF01175.18	210	DDH.contig10_10	576	5.4e-87
Urocanase_N	PF17391.2	127	DDH.contig10_10	576	2.5e-62
GATase_2	PF00310.21	420	DDH.contig11_1	1015	1e-171
Glu_syn_central	PF04898.14	279	DDH.contig11_1	1015	5.6e-102
Glu_synthase	PF01645.17	368	DDH.contig11_1	1015	1.1e-80
SPOR	PF05036.13	76	DDH.contig11_2	520	8.6e-12
AAA_22	PF13401.6	137	DDH.contig11_2	520	7.4e-11
AAA_30	PF13604.6	192	DDH.contig11_2	520	1.2e-06
AAA_16	PF13191.6	170	DDH.contig11_2	520	6.4e-06
T2SSE	PF00437.20	273	DDH.contig11_2	520	0.0027
DHQ_synthase	PF01761.20	262	DDH.contig11_3	367	9.3e-107
Fe-ADH_2	PF13685.6	250	DDH.contig11_3	367	2.2e-12
Fe-ADH	PF00465.19	364	DDH.contig11_3	367	2.8e-07
SKI	PF01202.22	158	DDH.contig11_4	164	4.1e-53
AAA_18	PF13238.6	130	DDH.contig11_4	164	0.00049
Secretin	PF00263.21	170	DDH.contig11_5	465	1.1e-49
Secretin_N	PF03958.17	82	DDH.contig11_5	465	8.7e-13
STN	PF07660.14	52	DDH.contig11_5	465	9.5e-12
PilO	PF04350.13	146	DDH.contig11_6	342	7.9e-35
PilP	PF04351.13	147	DDH.contig11_6	342	7.4e-30
PilN	PF05137.13	78	DDH.contig11_7	184	1.6e-16
RskA	PF10099.9	180	DDH.contig11_7	184	0.0023
PilM_2	PF11104.8	340	DDH.contig11_8	218	2.1e-55
Transgly	PF00912.22	178	DDH.contig11_9	552	1.1e-27
Transpeptidase	PF00905.22	306	DDH.contig11_9	552	1e-26
PCB_OB	PF17092.5	112	DDH.contig11_9	552	1e-22
Flavodoxin_2	PF02525.17	198	DDH.contig12_2	199	6.6e-35
FMN_red	PF03358.15	155	DDH.contig12_2	199	7.5e-12
Flavodoxin_4	PF12682.7	155	DDH.contig12_2	199	0.0091
LysR_substrate	PF03466.20	209	DDH.contig12_3	302	1.1e-35
HTH_1	PF00126.27	60	DDH.contig12_3	302	1.8e-18
HTH_5	PF01022.20	47	DDH.contig12_3	302	0.0073
GGDEF	PF00990.21	161	DDH.contig12_4	544	8.3e-47
dCache_1	PF02743.18	249	DDH.contig12_4	544	2.1e-13
HAMP	PF00672.25	53	DDH.contig12_4	544	9.8e-05
DUF3679	PF12438.8	56	DDH.contig12_5	44	0.031
LysE	PF01810.18	193	DDH.contig12_7	207	1.1e-29
TerC	PF03741.16	181	DDH.contig12_7	207	0.011
TetR_N	PF00440.23	47	DDH.contig12_8	235	9.1e-17
TetR_C_32	PF09209.11	125	DDH.contig12_8	235	1.4e-10
HlyD_D23	PF16576.5	214	DDH.contig12_9	371	1.2e-19
HlyD_3	PF13437.6	106	DDH.contig12_9	371	8.2e-17
Biotin_lipoyl_2	PF13533.6	50	DDH.contig12_9	371	3.8e-14
MFS_1	PF07690.16	353	DDH.contig12_10	527	6.9e-42
TRI12	PF06609.13	599	DDH.contig12_10	527	2.6e-07
OEP	PF02321.18	188	DDH.contig12_11	474	2.4e-48
OEP	PF02321.18	188	DDH.contig12_11	474	2.4e-48
YcaO_C	PF18381.1	172	DDH.contig12_12	451	8.8e-75
YcaO	PF02624.16	323	DDH.contig12_12	451	4.6e-54
rve	PF00665.26	119	DDH.contig13_1	728	2.4e-20
Tn7_Tnp_TnsA_N	PF08722.11	88	DDH.contig13_1	728	5.8e-08
Vps16_N	PF04841.13	410	DDH.contig13_6	424	0.036
DUF5131	PF07505.11	247	DDH.contig13_7	286	6.1e-85
Transposase_mut	PF00872.18	381	DDH.contig13_9	420	3.1e-118
MULE	PF10551.9	96	DDH.contig13_9	420	4.1e-05
DUF2726	PF10881.8	127	DDH.contig13_10	142	0.0039
Aminotran_1_2	PF00155.21	363	DDH.contig14_1	357	2.3e-46
IGPD	PF00475.18	144	DDH.contig14_2	196	2.5e-63
MarC	PF01914.17	203	DDH.contig14_3	207	2.9e-60
TerC	PF03741.16	181	DDH.contig14_3	207	0.0017
GATase	PF00117.28	190	DDH.contig14_4	214	1.3e-14
SNO	PF01174.19	188	DDH.contig14_4	214	7.3e-07
GATase_3	PF07685.14	196	DDH.contig14_4	214	8.8e-07
UCR_Fe-S_N	PF10399.9	41	DDH.contig14_6	154	1.4e-08
Rieske	PF00355.26	89	DDH.contig14_6	154	0.0027
NIF3	PF01784.18	245	DDH.contig14_7	249	1.6e-54
Trypsin_2	PF13365.6	150	DDH.contig14_8	407	8.9e-34
PDZ_2	PF13180.6	82	DDH.contig14_8	407	1.3e-17
Trypsin	PF00089.26	221	DDH.contig14_8	407	5.1e-16
PDZ	PF00595.24	82	DDH.contig14_8	407	7.4e-13
PDZ_6	PF17820.1	56	DDH.contig14_8	407	9.8e-13
TatC	PF00902.18	207	DDH.contig14_9	260	1.4e-68
MttA_Hcf106	PF02416.16	53	DDH.contig14_10	173	8.1e-08
MttA_Hcf106	PF02416.16	53	DDH.contig14_11	80	1.2e-13
Ni_hydr_CYTB	PF01292.20	182	DDH.contig14_11	80	0.051
HIT	PF01230.23	98	DDH.contig14_12	122	1.3e-25
DcpS_C	PF11969.8	114	DDH.contig14_12	122	1.7e-22
DUF4870	PF09685.10	110	DDH.contig14_13	132	0.0027
PRA-PH	PF01503.17	83	DDH.contig14_14	127	2.3e-13
PRA-CH	PF01502.18	74	DDH.contig14_15	137	1.1e-35
Molybdopterin_N	PF18364.1	41	DDH.contig14_15	137	0.0092
His_biosynth	PF00977.21	229	DDH.contig14_16	258	7.7e-91
Dus	PF01207.17	310	DDH.contig14_16	258	9.2e-07
NMO	PF03060.15	331	DDH.contig14_16	258	1.2e-05
G3P_antiterm	PF04309.12	173	DDH.contig14_16	258	0.00015
His_biosynth	PF00977.21	229	DDH.contig14_17	143	5.7e-29
Dus	PF01207.17	310	DDH.contig14_17	143	0.00014
ThiG	PF05690.14	247	DDH.contig14_17	143	0.0025
NAD_kinase	PF01513.21	292	DDH.contig14_17	143	0.0094
NMO	PF03060.15	331	DDH.contig14_17	143	0.018
Phage_term_smal	PF05944.12	130	DDH.contig15_1	192	4.1e-46
Phage_GPL	PF05926.11	139	DDH.contig15_3	154	6.7e-47
Phage_tail_X	PF05489.12	60	DDH.contig15_4	71	1.1e-28
Phage_holin_8	PF16931.5	123	DDH.contig15_5	118	2.5e-14
Phage_holin_3_7	PF05449.11	80	DDH.contig15_6	93	4.5e-16
Muraidase	PF11860.8	175	DDH.contig15_7	282	1.2e-63
PG_binding_1	PF01471.18	57	DDH.contig15_7	282	8.8e-12
UPF0242	PF06785.11	193	DDH.contig15_9	148	3.3e-05
Tektin	PF03148.14	383	DDH.contig15_9	148	0.0006
CENP-F_leu_zip	PF10473.9	140	DDH.contig15_9	148	0.0014
DUF3450	PF11932.8	241	DDH.contig15_9	148	0.0016
P2_Phage_GpR	PF06891.11	131	DDH.contig15_10	161	2.2e-41
Phage_tail_S	PF05069.13	148	DDH.contig15_11	153	2.2e-41
Phage_base_V	PF04717.12	112	DDH.contig15_12	205	1.9e-39
GPW_gp25	PF04965.14	95	DDH.contig15_13	115	3.3e-13
Baseplate_J	PF04865.14	255	DDH.contig15_14	304	1e-20
Tail_P2_I	PF09684.10	136	DDH.contig15_15	206	8.2e-46
DUF3751	PF12571.8	150	DDH.contig15_16	546	2.2e-54
Caudo_TAP	PF02413.17	130	DDH.contig15_17	140	3.3e-13
Phage_tail_APC	PF16778.5	60	DDH.contig15_17	140	1.6e-05
Phage_sheath_1	PF04984.14	168	DDH.contig15_18	392	1e-31
Phage_sheath_1C	PF17482.2	104	DDH.contig15_18	392	4.3e-17
Phage_tube	PF04985.14	166	DDH.contig15_19	172	1.2e-58
Phage_TAC_7	PF10109.9	83	DDH.contig15_20	109	1.4e-11
Phage_P2_GpE	PF06528.12	37	DDH.contig15_21	40	6.1e-20
Cytochrome_CBB3	PF13442.6	67	DDH.contig16_1	254	9.2e-08
Cytochrom_C	PF00034.21	92	DDH.contig16_1	254	8.7e-07
Thiolase_C	PF02803.18	123	DDH.contig16_3	402	1.4e-47
Thiolase_N	PF00108.23	260	DDH.contig16_3	402	1.6e-47
ketoacyl-synt	PF00109.26	253	DDH.contig16_3	402	0.00012
ACP_syn_III_C	PF08541.10	90	DDH.contig16_3	402	0.00058
3HCDH_N	PF02737.18	180	DDH.contig16_4	716	9.7e-60
ECH_1	PF00378.20	251	DDH.contig16_4	716	4.5e-32
3HCDH	PF00725.22	97	DDH.contig16_4	716	1.7e-19
ECH_2	PF16113.5	334	DDH.contig16_4	716	1.2e-18
