target	acc	tlen	query	qlen	evalue
dsrm	PF00035.26	67	DT1.contig3_9	209	3.5e-09
MMR_HSR1	PF01926.23	114	DT1.contig3_10	301	6.2e-24
KH_2	PF07650.17	78	DT1.contig3_10	301	2.1e-21
FeoB_N	PF02421.18	156	DT1.contig3_10	301	7e-15
AIG1	PF04548.16	212	DT1.contig3_10	301	3.3e-10
GTP_EFTU	PF00009.27	194	DT1.contig3_10	301	1.9e-09
Dynamin_N	PF00350.23	168	DT1.contig3_10	301	3.7e-09
RsgA_GTPase	PF03193.16	167	DT1.contig3_10	301	5.1e-08
PduV-EutP	PF10662.9	143	DT1.contig3_10	301	1.3e-05
Gtr1_RagA	PF04670.12	232	DT1.contig3_10	301	0.00031
MMR_HSR1_Xtn	PF16897.5	106	DT1.contig3_10	301	0.0014
SRPRB	PF09439.10	181	DT1.contig3_10	301	0.0027
RecO_C	PF02565.15	157	DT1.contig3_11	230	5.3e-23
RecO_N	PF11967.8	80	DT1.contig3_11	230	5.8e-14
PdxJ	PF03740.13	234	DT1.contig3_12	248	1.7e-98
AP_endonuc_2	PF01261.24	210	DT1.contig3_12	248	0.0038
RHS_repeat	PF05593.14	38	DT1.contig4_1	1299	8.1e-58
RHS_repeat	PF05593.14	38	DT1.contig4_1	1299	8.1e-58
RHS_repeat	PF05593.14	38	DT1.contig4_1	1299	8.1e-58
RHS_repeat	PF05593.14	38	DT1.contig4_1	1299	8.1e-58
RHS_repeat	PF05593.14	38	DT1.contig4_1	1299	8.1e-58
RHS_repeat	PF05593.14	38	DT1.contig4_1	1299	8.1e-58
RHS_repeat	PF05593.14	38	DT1.contig4_1	1299	8.1e-58
RHS_repeat	PF05593.14	38	DT1.contig4_1	1299	8.1e-58
RHS_repeat	PF05593.14	38	DT1.contig4_1	1299	8.1e-58
adh_short_C2	PF13561.6	234	DT1.contig4_2	254	7.6e-65
adh_short	PF00106.25	195	DT1.contig4_2	254	5.5e-50
KR	PF08659.10	180	DT1.contig4_2	254	2.2e-14
Epimerase	PF01370.21	241	DT1.contig4_2	254	0.008
adh_short_C2	PF13561.6	234	DT1.contig4_3	267	4.5e-59
adh_short	PF00106.25	195	DT1.contig4_3	267	1.4e-47
KR	PF08659.10	180	DT1.contig4_3	267	4.4e-07
MoaF_C	PF17409.2	113	DT1.contig4_4	274	5.4e-50
MoaF	PF10703.9	108	DT1.contig4_4	274	5.3e-35
GerE	PF00196.19	57	DT1.contig4_5	220	2.5e-12
HTH_23	PF13384.6	50	DT1.contig4_5	220	5.7e-05
Sigma70_r4_2	PF08281.12	54	DT1.contig4_5	220	9.4e-05
HTH_38	PF13936.6	44	DT1.contig4_5	220	0.0046
Cupin_3	PF05899.12	74	DT1.contig4_6	122	4.1e-16
Cupin_2	PF07883.11	71	DT1.contig4_6	122	0.0016
DAO	PF01266.24	352	DT1.contig4_7	433	1.6e-36
Thi4	PF01946.17	235	DT1.contig4_7	433	4.1e-07
Pyr_redox_2	PF07992.14	294	DT1.contig4_7	433	2.2e-05
Pyr_redox_3	PF13738.6	305	DT1.contig4_7	433	7.2e-05
FAD_binding_2	PF00890.24	417	DT1.contig4_7	433	0.00011
FAD_binding_3	PF01494.19	349	DT1.contig4_7	433	0.00044
FAD_oxidored	PF12831.7	433	DT1.contig4_7	433	0.0022
MarR	PF01047.22	59	DT1.contig4_8	141	4.3e-15
MarR_2	PF12802.7	62	DT1.contig4_8	141	2.4e-08
HTH_27	PF13463.6	68	DT1.contig4_8	141	2.9e-06
TrmB	PF01978.19	68	DT1.contig4_8	141	7.9e-05
HTH_34	PF13601.6	80	DT1.contig4_8	141	0.00032
HpcH_HpaI	PF03328.14	221	DT1.contig4_9	267	2.1e-63
PK	PF00224.21	348	DT1.contig4_9	267	0.0075
FAA_hydrolase	PF01557.18	218	DT1.contig4_10	268	1.3e-10
MFS_1	PF07690.16	353	DT1.contig4_11	445	2.6e-63
MFS_1	PF07690.16	353	DT1.contig4_11	445	2.6e-63
MFS_4	PF06779.14	363	DT1.contig4_11	445	1.9e-06
CHMI	PF02962.15	124	DT1.contig4_12	131	2.2e-49
LigB	PF02900.18	273	DT1.contig4_13	136	3.5e-32
TrbI	PF03743.14	187	DT1.contig5_1	425	2.2e-28
TraK	PF06586.11	231	DT1.contig5_2	249	3.6e-44
TraE	PF05309.11	182	DT1.contig5_3	204	8.8e-48
TraL	PF07178.11	90	DT1.contig5_4	94	8.8e-18
TrbC	PF04956.13	99	DT1.contig5_5	133	0.0015
Cation_efflux	PF01545.21	199	DT1.contig5_5	133	0.023
SLT	PF01464.20	117	DT1.contig5_7	216	6.4e-17
RhodobacterPufX	PF11511.8	67	DT1.contig5_7	216	0.036
Acetyltransf_2	PF00797.17	240	DT1.contig5_8	84	0.023
HTH_26	PF13443.6	63	DT1.contig5_9	203	4e-07
HTH_3	PF01381.22	55	DT1.contig5_9	203	2.8e-06
HTH_31	PF13560.6	64	DT1.contig5_9	203	5.9e-05
HTH_19	PF12844.7	65	DT1.contig5_9	203	0.0081
Vut_1	PF02592.15	150	DT1.contig5_10	301	1.2e-21
Cupin_5	PF06172.11	141	DT1.contig5_11	175	4.5e-38
DUF4241	PF14025.6	186	DT1.contig5_11	175	0.051
TrwC	PF08751.11	296	DT1.contig5_12	965	2.4e-79
AAA_30	PF13604.6	192	DT1.contig5_12	965	6.4e-44
AAA_19	PF13245.6	146	DT1.contig5_12	965	2.9e-12
AAA_22	PF13401.6	137	DT1.contig5_12	965	0.0007
AAA_16	PF13191.6	170	DT1.contig5_12	965	0.0016
TrwB_AAD_bind	PF10412.9	386	DT1.contig5_13	662	5.7e-132
TraG-D_C	PF12696.7	126	DT1.contig5_13	662	2.8e-17
T4SS-DNA_transf	PF02534.14	469	DT1.contig5_13	662	2.7e-12
DUF1656	PF07869.12	56	DT1.contig6_1	53	0.013
AAA_8	PF12780.7	260	DT1.contig6_2	134	0.099
UvrD-helicase	PF00580.21	315	DT1.contig6_3	624	1.3e-13
UvrD-helicase	PF00580.21	315	DT1.contig6_3	624	1.3e-13
UvrD_C	PF13361.6	349	DT1.contig6_3	624	7.7e-09
AAA_19	PF13245.6	146	DT1.contig6_3	624	6.9e-07
UvrD_C_2	PF13538.6	52	DT1.contig6_3	624	6.2e-06
ALP_N	PF17989.1	147	DT1.contig6_7	346	1.9e-11
RDD	PF06271.12	141	DT1.contig6_9	175	7.9e-17
Pup_ligase	PF03136.15	440	DT1.contig6_10	106	0.099
YqaJ	PF09588.10	148	DT1.contig6_13	334	1.1e-18
Helicase_C	PF00271.31	111	DT1.contig7_1	499	9.7e-14
DEAD	PF00270.29	176	DT1.contig7_1	499	7.7e-07
AAA_30	PF13604.6	192	DT1.contig7_1	499	0.0055
VWA	PF00092.28	175	DT1.contig7_3	578	0.00019
CobT	PF06213.12	276	DT1.contig7_3	578	0.0013
CobT_C	PF11775.8	219	DT1.contig7_3	578	0.0023
AAA_5	PF07728.14	138	DT1.contig7_4	355	5.3e-19
AAA	PF00004.29	132	DT1.contig7_4	355	2.8e-08
AAA_22	PF13401.6	137	DT1.contig7_4	355	2.1e-07
AAA_23	PF13476.6	200	DT1.contig7_4	355	0.00017
Sigma54_activat	PF00158.26	168	DT1.contig7_4	355	0.00051
AAA_16	PF13191.6	170	DT1.contig7_4	355	0.00064
AAA_14	PF13173.6	131	DT1.contig7_4	355	0.0023
DUF3150	PF11348.8	256	DT1.contig7_5	374	7.5e-59
2Fe-2S_thioredx	PF01257.19	145	DT1.contig7_6	232	0.024
Topoisom_bac	PF01131.20	413	DT1.contig7_8	845	2.2e-94
Toprim_Crpt	PF13342.6	60	DT1.contig7_8	845	2.3e-13
Toprim	PF01751.22	103	DT1.contig7_8	845	6.9e-07
HD_6	PF18019.1	196	DT1.contig7_9	548	0.00049
tRNA_U5-meth_tr	PF05958.11	357	DT1.contig8_1	151	1.5e-17
tRNA_U5-meth_tr	PF05958.11	357	DT1.contig8_1	151	1.5e-17
Methyltransf_31	PF13847.6	152	DT1.contig8_1	151	4.2e-10
MTS	PF05175.14	169	DT1.contig8_1	151	1.1e-08
Cons_hypoth95	PF03602.15	182	DT1.contig8_1	151	5.6e-07
Methyltransf_25	PF13649.6	97	DT1.contig8_1	151	2.3e-06
Met_10	PF02475.16	199	DT1.contig8_1	151	8.2e-05
Methyltransf_15	PF09445.10	165	DT1.contig8_1	151	0.00033
PrmA	PF06325.13	296	DT1.contig8_1	151	0.00034
Methyltransf_12	PF08242.12	99	DT1.contig8_1	151	0.0029
Rhomboid	PF01694.22	150	DT1.contig8_2	282	4.7e-32
Rhomboid	PF01694.22	150	DT1.contig8_2	282	4.7e-32
DUF1751	PF08551.10	99	DT1.contig8_2	282	1.1e-08
Rhomboid	PF01694.22	150	DT1.contig8_3	309	1.1e-16
DUF1751	PF08551.10	99	DT1.contig8_3	309	0.00071
Exo_endo_phos	PF03372.23	233	DT1.contig8_4	372	6e-19
tRNA-synt_1e	PF01406.19	301	DT1.contig8_5	502	7.5e-96
DALR_2	PF09190.11	63	DT1.contig8_5	502	1.1e-09
tRNA-synt_1g	PF09334.11	391	DT1.contig8_5	502	8.2e-09
YhcG_C	PF06250.11	155	DT1.contig8_6	74	3.1e-15
Phage_integrase	PF00589.22	172	DT1.contig8_7	339	8.3e-33
Phage_int_SAM_1	PF02899.17	84	DT1.contig8_7	339	4e-13
Phage_int_SAM_4	PF13495.6	85	DT1.contig8_7	339	1.8e-05
Phage_int_SAM_5	PF13102.6	99	DT1.contig8_7	339	0.0079
Phage_integrase	PF00589.22	172	DT1.contig8_8	315	8.9e-22
Phage_integrase	PF00589.22	172	DT1.contig8_9	538	3.7e-30
Phage_int_SAM_1	PF02899.17	84	DT1.contig8_9	538	4.4e-08
DDE_3	PF13358.6	146	DT1.contig8_10	220	1.7e-28
DDE_Tnp_ISAZ013	PF07592.11	308	DT1.contig8_10	220	0.01
HTH_32	PF13565.6	73	DT1.contig8_11	145	2.4e-10
HTH_23	PF13384.6	50	DT1.contig8_11	145	1.2e-07
HTH_29	PF13551.6	63	DT1.contig8_11	145	9.2e-07
HTH_28	PF13518.6	52	DT1.contig8_11	145	0.0059
DUF1016_N	PF17761.1	137	DT1.contig8_13	264	1.2e-40
YhcG_C	PF06250.11	155	DT1.contig8_13	264	5.8e-32
ExbD	PF02472.16	130	DT1.contig9_1	134	3.7e-29
MotA_ExbB	PF01618.16	127	DT1.contig9_2	241	4.3e-34
TonB_C	PF03544.14	79	DT1.contig9_3	271	5e-24
TonB_2	PF13103.6	85	DT1.contig9_3	271	0.00051
LysR_substrate	PF03466.20	209	DT1.contig9_4	308	2.6e-29
HTH_1	PF00126.27	60	DT1.contig9_4	308	2.1e-21
HTH_30	PF13556.6	59	DT1.contig9_4	308	3e-06
HTH_24	PF13412.6	48	DT1.contig9_4	308	0.00088
MarR_2	PF12802.7	62	DT1.contig9_4	308	0.0012
dCMP_cyt_deam_1	PF00383.23	101	DT1.contig9_5	154	5e-22
MafB19-deam	PF14437.6	138	DT1.contig9_5	154	7.6e-18
DNA_pol3_gamma3	PF12169.8	143	DT1.contig9_5	154	0.0064
SNAD4	PF18750.1	114	DT1.contig9_5	154	0.014
MFS_1	PF07690.16	353	DT1.contig9_6	400	2.6e-28
LysR_substrate	PF03466.20	209	DT1.contig9_7	311	1.2e-25
HTH_1	PF00126.27	60	DT1.contig9_7	311	2.1e-20
MRJP	PF03022.16	287	DT1.contig9_8	391	3.2e-35
SGL	PF08450.12	246	DT1.contig9_8	391	1.6e-06
LysR_substrate	PF03466.20	209	DT1.contig9_9	294	6.5e-40
HTH_1	PF00126.27	60	DT1.contig9_9	294	9.4e-16
OpuAC	PF04069.12	257	DT1.contig9_10	286	4.6e-44
ABM	PF03992.16	78	DT1.contig9_11	104	1.2e-09
FA_desaturase	PF00487.24	254	DT1.contig9_12	360	2.4e-15
Arabinose_bd	PF12625.7	187	DT1.contig9_13	283	2.6e-52
HTH_20	PF12840.7	61	DT1.contig9_13	283	0.017
HATPase_c	PF02518.26	112	DT1.contig10_1	143	3.8e-08
HATPase_c_2	PF13581.6	125	DT1.contig10_1	143	0.0089
Response_reg	PF00072.24	112	DT1.contig10_2	221	9.7e-25
GerE	PF00196.19	57	DT1.contig10_2	221	4.8e-09
HTH_23	PF13384.6	50	DT1.contig10_2	221	0.0043
ABM	PF03992.16	78	DT1.contig10_4	103	6.8e-05
Methyltransf_4	PF02390.17	173	DT1.contig10_5	235	3.1e-27
Methyltransf_31	PF13847.6	152	DT1.contig10_5	235	2e-05
Methyltransf_25	PF13649.6	97	DT1.contig10_5	235	0.00087
DNA_binding_1	PF01035.20	81	DT1.contig10_8	136	1.4e-22
DUF420	PF04238.12	132	DT1.contig10_9	195	7.6e-42
SCO1-SenC	PF02630.14	134	DT1.contig10_10	279	2.1e-25
AhpC-TSA	PF00578.21	124	DT1.contig10_10	279	0.00097
COX4_pro	PF03626.14	72	DT1.contig10_11	155	2.5e-13
COX3	PF00510.18	258	DT1.contig10_12	227	4.1e-16
COX3	PF00510.18	258	DT1.contig10_13	192	5.3e-16
DUF3311	PF11755.8	61	DT1.contig10_13	192	0.0014
UbiA	PF01040.18	252	DT1.contig10_14	300	8.1e-49
Phage_holin_5_2	PF16079.5	75	DT1.contig10_14	300	0.035
COX1	PF00115.20	432	DT1.contig10_16	466	1.5e-115
COX1	PF00115.20	432	DT1.contig10_17	142	4.9e-22
DUF772	PF05598.11	73	DT1.contig11_2	201	2.6e-10
PhdYeFM_antitox	PF02604.19	75	DT1.contig11_2	201	0.0062
ShlB	PF03865.13	312	DT1.contig11_3	533	7.2e-25
POTRA_2	PF08479.11	76	DT1.contig11_3	533	5.2e-16
MotA_ExbB	PF01618.16	127	DT1.contig11_4	600	1.4e-27
Laminin_G_3	PF13385.6	152	DT1.contig11_4	600	1.1e-21
DUF2341	PF10102.9	84	DT1.contig11_4	600	1.8e-21
Laminin_G_2	PF02210.24	126	DT1.contig11_4	600	0.00012
ExbD	PF02472.16	130	DT1.contig11_5	142	5.8e-28
TonB_2	PF13103.6	85	DT1.contig11_6	236	2.5e-06
TonB_C	PF03544.14	79	DT1.contig11_6	236	0.00056
Porin_5	PF16930.5	533	DT1.contig11_7	567	1.4e-218
Porin_O_P	PF07396.11	359	DT1.contig11_7	567	0.00033
YbjN	PF10722.9	127	DT1.contig11_9	163	1.9e-08
Rotamase	PF00639.21	97	DT1.contig11_10	312	1.5e-19
Rotamase_3	PF13616.6	116	DT1.contig11_10	312	3.2e-16
Rotamase_2	PF13145.6	121	DT1.contig11_10	312	1.9e-14
HTH_1	PF00126.27	60	DT1.contig11_11	326	1e-07
AAA_21	PF13304.6	303	DT1.contig12_1	790	6.3e-10
SMC_N	PF02463.19	220	DT1.contig12_1	790	5.5e-08
HEPN_Apea	PF18739.1	102	DT1.contig12_2	357	5.2e-05
DUF4145	PF13643.6	88	DT1.contig12_3	202	0.00027
rve	PF00665.26	119	DT1.contig12_4	505	1.4e-19
HTH_23	PF13384.6	50	DT1.contig12_4	505	0.005
IstB_IS21	PF01695.17	178	DT1.contig12_5	252	2.2e-67
IstB_IS21_ATP	PF08483.11	29	DT1.contig12_5	252	6.1e-15
Bac_DnaA	PF00308.18	219	DT1.contig12_5	252	0.00017
AAA_22	PF13401.6	137	DT1.contig12_5	252	0.00046
AAA_25	PF13481.6	194	DT1.contig12_5	252	0.0012
AAA	PF00004.29	132	DT1.contig12_5	252	0.002
PhoH	PF02562.16	205	DT1.contig12_5	252	0.0029
AAA_13	PF13166.6	713	DT1.contig12_9	387	8.1e-12
SMC_N	PF02463.19	220	DT1.contig12_9	387	2.2e-05
SIS	PF01380.22	131	DT1.contig13_2	271	1.3e-09
SIS_2	PF13580.6	138	DT1.contig13_2	271	0.00012
ANTAR	PF03861.14	54	DT1.contig13_2	271	0.0051
Peptidase_S13	PF02113.15	444	DT1.contig13_4	391	5.6e-37
DUF423	PF04241.15	88	DT1.contig13_5	62	0.0038
Asp_protease_2	PF13650.6	90	DT1.contig13_6	402	1.7e-18
Asp_protease_2	PF13650.6	90	DT1.contig13_6	402	1.7e-18
PDZ_6	PF17820.1	56	DT1.contig13_6	402	5.1e-10
PDZ	PF00595.24	82	DT1.contig13_6	402	2.4e-08
gag-asp_proteas	PF13975.6	92	DT1.contig13_6	402	3.8e-08
PDZ_2	PF13180.6	82	DT1.contig13_6	402	1.3e-05
DUF4953	PF16313.5	321	DT1.contig13_7	882	3.7e-118
DUF5117	PF17148.4	189	DT1.contig13_7	882	5.7e-64
DUF5118	PF17162.4	50	DT1.contig13_7	882	8.2e-21
CarbopepD_reg_2	PF13715.6	88	DT1.contig13_9	349	8.3e-10
CarboxypepD_reg	PF13620.6	82	DT1.contig13_9	349	1.8e-08
Collagen	PF01391.18	60	DT1.contig13_10	223	3.7e-11
Collagen	PF01391.18	60	DT1.contig13_10	223	3.7e-11
BCA_ABC_TP_C	PF12399.8	23	DT1.contig14_1	44	0.00066
Peripla_BP_6	PF13458.6	342	DT1.contig14_2	380	1.4e-61
ANF_receptor	PF01094.28	354	DT1.contig14_2	380	1.2e-21
Peripla_BP_5	PF13433.6	364	DT1.contig14_2	380	1.9e-14
Peripla_BP_5	PF13433.6	364	DT1.contig14_2	380	1.9e-14
ATC_hydrolase	PF14196.6	145	DT1.contig14_3	164	1.5e-36
BPD_transp_2	PF02653.16	268	DT1.contig14_4	273	7.6e-20
BPD_transp_2	PF02653.16	268	DT1.contig14_5	316	5.5e-52
Intg_mem_TP0381	PF09529.10	224	DT1.contig14_5	316	0.00095
LysR_substrate	PF03466.20	209	DT1.contig14_6	300	7.8e-29
HTH_1	PF00126.27	60	DT1.contig14_6	300	2.8e-18
HTH_5	PF01022.20	47	DT1.contig14_6	300	0.014
NMT1_2	PF13379.6	253	DT1.contig14_7	334	1.1e-39
Lipoprotein_9	PF03180.14	236	DT1.contig14_7	334	0.0011
NMT1	PF09084.11	216	DT1.contig14_7	334	0.0035
LysR_substrate	PF03466.20	209	DT1.contig14_8	299	4.2e-46
HTH_1	PF00126.27	60	DT1.contig14_8	299	1.9e-14
Ribonuc_L-PSP	PF01042.21	121	DT1.contig14_9	131	6.7e-22
TPR_2	PF07719.17	34	DT1.contig15_1	106	2.2e-08
TPR_14	PF13428.6	44	DT1.contig15_1	106	2.9e-05
TPR_11	PF13414.6	42	DT1.contig15_1	106	0.00019
TPR_16	PF13432.6	68	DT1.contig15_1	106	0.0002
TPR_19	PF14559.6	68	DT1.contig15_1	106	0.0004
Poly_export	PF02563.16	82	DT1.contig15_3	200	9.7e-17
SLBB	PF10531.9	58	DT1.contig15_3	200	6.2e-14
Glyco_hydro_42C	PF08533.10	58	DT1.contig15_3	200	0.00094
AAA_22	PF13401.6	137	DT1.contig15_4	279	2.1e-25
AAA_16	PF13191.6	170	DT1.contig15_4	279	2.5e-09
AAA_14	PF13173.6	131	DT1.contig15_4	279	2.8e-06
cobW	PF02492.19	177	DT1.contig15_4	279	9.5e-05
AAA_30	PF13604.6	192	DT1.contig15_4	279	0.00022
AAA_23	PF13476.6	200	DT1.contig15_4	279	0.00022
AAA_29	PF13555.6	61	DT1.contig15_4	279	0.00034
AAA_5	PF07728.14	138	DT1.contig15_4	279	0.00094
Viral_helicase1	PF01443.18	234	DT1.contig15_4	279	0.0013
TniB	PF05621.11	189	DT1.contig15_4	279	0.0015
TsaE	PF02367.17	125	DT1.contig15_4	279	0.0016
GNVR	PF13807.6	82	DT1.contig15_5	449	1.6e-05
CbiA	PF01656.23	128	DT1.contig15_6	162	2.8e-06
ParA	PF10609.9	246	DT1.contig15_6	162	0.0016
AAA_31	PF13614.6	177	DT1.contig15_6	162	0.0024
PEP-CTERM	PF07589.11	23	DT1.contig15_7	203	0.0019
Exosortase_EpsH	PF09721.10	256	DT1.contig15_8	314	1.5e-61
adh_short	PF00106.25	195	DT1.contig16_1	196	3.9e-37
adh_short_C2	PF13561.6	234	DT1.contig16_1	196	1.1e-33
KR	PF08659.10	180	DT1.contig16_1	196	2.7e-06
Cupin_6	PF12852.7	184	DT1.contig16_2	317	6.4e-33
HTH_18	PF12833.7	81	DT1.contig16_2	317	1.6e-19
HTH_AraC	PF00165.23	42	DT1.contig16_2	317	1.8e-18
HTH_AraC	PF00165.23	42	DT1.contig16_2	317	1.8e-18
Cupin_3	PF05899.12	74	DT1.contig16_2	317	0.00029
TetR_N	PF00440.23	47	DT1.contig16_2	317	0.00032
Cupin_2	PF07883.11	71	DT1.contig16_2	317	0.0016
CxxCxxCC	PF03692.15	85	DT1.contig16_4	263	4.3e-11
Response_reg	PF00072.24	112	DT1.contig16_7	137	2.3e-10
DUF2384	PF09722.10	51	DT1.contig16_8	233	8.2e-08
MazE_antitoxin	PF04014.18	46	DT1.contig16_8	233	0.00032
PAS_9	PF13426.7	104	DT1.contig17_2	499	8.7e-24
PAS_9	PF13426.7	104	DT1.contig17_2	499	8.7e-24
PAS_9	PF13426.7	104	DT1.contig17_2	499	8.7e-24
PAS_8	PF13188.7	67	DT1.contig17_2	499	4.3e-22
PAS_8	PF13188.7	67	DT1.contig17_2	499	4.3e-22
PAS_8	PF13188.7	67	DT1.contig17_2	499	4.3e-22
PAS_4	PF08448.10	110	DT1.contig17_2	499	1.8e-20
PAS_4	PF08448.10	110	DT1.contig17_2	499	1.8e-20
PAS_4	PF08448.10	110	DT1.contig17_2	499	1.8e-20
GerE	PF00196.19	57	DT1.contig17_2	499	8.6e-18
PAS	PF00989.25	113	DT1.contig17_2	499	1.5e-16
PAS	PF00989.25	113	DT1.contig17_2	499	1.5e-16
