target	acc	tlen	query	qlen	evalue
NTP_transf_3	PF12804.7	160	DGF1.contig1_19	487	3.7e-10
Cupin_2	PF07883.11	71	DGF1.contig1_19	487	4.6e-09
Bac_transf	PF02397.16	184	DGF1.contig1_20	480	9.5e-66
CoA_binding_3	PF13727.6	175	DGF1.contig1_20	480	3.3e-27
TonB_dep_Rec	PF00593.24	470	DGF1.contig1_21	829	3e-53
Plug	PF07715.15	108	DGF1.contig1_21	829	4.7e-18
STN	PF07660.14	52	DGF1.contig1_21	829	4e-08
FecR	PF04773.13	96	DGF1.contig1_22	327	1.9e-17
DUF4880	PF16220.5	43	DGF1.contig1_22	327	5.7e-13
Sigma70_r4_2	PF08281.12	54	DGF1.contig1_23	172	1.5e-14
Sigma70_r2	PF04542.14	71	DGF1.contig1_23	172	2.1e-14
Sigma70_ECF	PF07638.11	185	DGF1.contig1_23	172	1.7e-09
Sigma70_r4	PF04545.16	50	DGF1.contig1_23	172	6.5e-08
HTH_23	PF13384.6	50	DGF1.contig1_23	172	4.4e-05
HTH_11	PF08279.12	55	DGF1.contig1_23	172	0.00023
HTH_DeoR	PF08220.12	57	DGF1.contig1_23	172	0.0004
Aminotran_1_2	PF00155.21	363	DGF1.contig1_25	442	3e-30
GntR	PF00392.21	64	DGF1.contig1_25	442	4.1e-11
Aminotran_MocR	PF12897.7	421	DGF1.contig1_25	442	0.0063
Beta_elim_lyase	PF01212.21	293	DGF1.contig1_25	442	0.0079
LysE	PF01810.18	193	DGF1.contig1_26	210	1.6e-31
ABM	PF03992.16	78	DGF1.contig1_27	114	3e-06
DUF4188	PF13826.6	117	DGF1.contig1_27	114	0.00027
DJ-1_PfpI	PF01965.24	165	DGF1.contig1_28	227	8e-32
DJ-1_PfpI	PF01965.24	165	DGF1.contig1_29	323	7.8e-21
HTH_18	PF12833.7	81	DGF1.contig1_29	323	7.8e-19
HTH_AraC	PF00165.23	42	DGF1.contig1_29	323	6.3e-13
HTH_AraC	PF00165.23	42	DGF1.contig1_29	323	6.3e-13
Heme_oxygenase	PF01126.20	205	DGF1.contig1_30	166	2.5e-07
PHY	PF00360.20	183	DGF1.contig1_31	732	2e-40
HATPase_c	PF02518.26	112	DGF1.contig1_31	732	5.2e-24
PAS_2	PF08446.11	107	DGF1.contig1_31	732	5.8e-21
GAF	PF01590.26	133	DGF1.contig1_31	732	7.8e-18
HisKA	PF00512.25	67	DGF1.contig1_31	732	9e-14
Abhydrolase_1	PF00561.20	257	DGF1.contig1_32	303	2.3e-19
Abhydrolase_6	PF12697.7	220	DGF1.contig1_32	303	9.9e-12
Hydrolase_4	PF12146.8	239	DGF1.contig1_32	303	1.9e-06
Chlorophyllase	PF07224.11	307	DGF1.contig1_32	303	0.0091
Glyoxalase_6	PF18029.1	107	DGF1.contig1_33	131	5.4e-06
BRCT	PF00533.26	79	DGF1.contig1_34	211	0.0011
Isochorismatase	PF00857.20	175	DGF1.contig1_35	154	1.5e-11
Glyco_hydro_15	PF00723.21	448	DGF1.contig1_36	609	3.5e-47
adh_short_C2	PF13561.6	234	DGF1.contig1_37	267	2.3e-61
adh_short	PF00106.25	195	DGF1.contig1_37	267	2.7e-52
KR	PF08659.10	180	DGF1.contig1_37	267	7.7e-13
Epimerase	PF01370.21	241	DGF1.contig1_37	267	0.0008
HTH_18	PF12833.7	81	DGF1.contig1_38	248	1.2e-23
HTH_AraC	PF00165.23	42	DGF1.contig1_38	248	1e-14
HTH_AraC	PF00165.23	42	DGF1.contig1_38	248	1e-14
AraC_binding	PF02311.19	136	DGF1.contig1_38	248	2.5e-09
Cupin_2	PF07883.11	71	DGF1.contig1_38	248	3e-06
OEP	PF02321.18	188	DGF1.contig1_39	483	6e-35
OEP	PF02321.18	188	DGF1.contig1_39	483	6e-35
HlyD_D23	PF16576.5	214	DGF1.contig1_40	377	1.6e-19
Biotin_lipoyl_2	PF13533.6	50	DGF1.contig1_40	377	4.3e-16
HlyD_3	PF13437.6	106	DGF1.contig1_40	377	5.5e-15
HlyD	PF00529.20	80	DGF1.contig1_40	377	0.00018
MFS_1	PF07690.16	353	DGF1.contig1_41	504	2.4e-42
MFS_3	PF05977.13	522	DGF1.contig1_41	504	7.9e-06
TetR_N	PF00440.23	47	DGF1.contig1_42	195	1.5e-13
TetR	PF13972.6	144	DGF1.contig1_42	195	0.0034
MFS_1	PF07690.16	353	DGF1.contig1_43	391	6.5e-27
MFS_1	PF07690.16	353	DGF1.contig1_43	391	6.5e-27
HicB	PF05534.12	51	DGF1.contig1_44	119	1.3e-19
HicA_toxin	PF07927.12	58	DGF1.contig1_45	84	5.8e-11
Condensation	PF00668.20	457	DGF1.contig1_46	2094	3.9e-279
Condensation	PF00668.20	457	DGF1.contig1_46	2094	3.9e-279
Condensation	PF00668.20	457	DGF1.contig1_46	2094	3.9e-279
AMP-binding	PF00501.28	423	DGF1.contig1_46	2094	1.6e-117
AMP-binding	PF00501.28	423	DGF1.contig1_46	2094	1.6e-117
PP-binding	PF00550.25	67	DGF1.contig1_46	2094	4.2e-16
AMP-binding_C	PF13193.6	76	DGF1.contig1_46	2094	6.4e-11
AMP-binding	PF00501.28	423	DGF1.contig2_1	550	1.6e-71
AMP-binding_C	PF13193.6	76	DGF1.contig2_1	550	2.1e-25
adh_short_C2	PF13561.6	234	DGF1.contig2_2	250	2.2e-55
adh_short	PF00106.25	195	DGF1.contig2_2	250	3e-44
KR	PF08659.10	180	DGF1.contig2_2	250	3.1e-15
DUF1776	PF08643.10	296	DGF1.contig2_2	250	7.8e-05
ADH_zinc_N	PF00107.26	130	DGF1.contig2_2	250	0.00075
ABM	PF03992.16	78	DGF1.contig2_3	107	9.9e-09
Acetyltransf_6	PF13480.7	142	DGF1.contig2_4	385	2.8e-20
Mig-14	PF07395.11	264	DGF1.contig2_4	385	0.0087
Phasin_2	PF09361.10	100	DGF1.contig2_5	187	2.2e-30
DUF3096	PF11295.8	37	DGF1.contig2_6	49	2.1e-19
SLATT_6	PF18169.1	176	DGF1.contig2_6	49	0.0035
Phasin_2	PF09361.10	100	DGF1.contig2_7	142	6.3e-21
DUF5598	PF18127.1	98	DGF1.contig2_7	142	0.0018
CoA_transf_3	PF02515.17	368	DGF1.contig2_8	394	7.2e-125
TctC	PF03401.14	274	DGF1.contig2_9	324	8.5e-80
PBP_like_2	PF12849.7	282	DGF1.contig2_9	324	0.018
ECH_1	PF00378.20	251	DGF1.contig2_10	259	3.4e-42
ECH_2	PF16113.5	334	DGF1.contig2_10	259	1.3e-31
Porin_4	PF13609.6	312	DGF1.contig2_11	364	2e-49
Porin_1	PF00267.21	340	DGF1.contig2_11	364	7.7e-14
Penicil_amidase	PF01804.18	674	DGF1.contig2_12	860	1.5e-141
Usp	PF00582.26	141	DGF1.contig2_13	173	7.2e-22
Potass_KdpF	PF09604.10	24	DGF1.contig2_15	33	3.4e-09
DUF4040	PF13244.6	67	DGF1.contig2_15	33	0.019
KdpA	PF03814.15	547	DGF1.contig2_16	596	2e-238
E1-E2_ATPase	PF00122.20	181	DGF1.contig2_17	706	2.4e-32
Hydrolase	PF00702.26	210	DGF1.contig2_17	706	1.3e-31
Hydrolase_3	PF08282.12	255	DGF1.contig2_17	706	0.00069
HAD	PF12710.7	188	DGF1.contig2_17	706	0.0012
KdpC	PF02669.15	182	DGF1.contig2_18	190	1.4e-73
KdpD	PF02702.17	210	DGF1.contig2_19	903	1.2e-96
DUF4118	PF13493.6	107	DGF1.contig2_19	903	2.1e-29
HATPase_c	PF02518.26	112	DGF1.contig2_19	903	1.1e-21
GAF_3	PF13492.6	129	DGF1.contig2_19	903	1.7e-12
HisKA	PF00512.25	67	DGF1.contig2_19	903	1.9e-10
Usp	PF00582.26	141	DGF1.contig2_19	903	3.9e-05
Response_reg	PF00072.24	112	DGF1.contig2_20	236	8.6e-23
Trans_reg_C	PF00486.28	77	DGF1.contig2_20	236	2.7e-17
Na_H_Exchanger	PF00999.21	381	DGF1.contig2_21	415	1.3e-53
DUF2188	PF09954.9	62	DGF1.contig2_22	73	2.9e-11
HTH_Crp_2	PF13545.6	68	DGF1.contig2_23	271	3.9e-19
Crp	PF00325.20	32	DGF1.contig2_23	271	1.1e-12
cNMP_binding	PF00027.29	89	DGF1.contig2_23	271	5.8e-12
MarR_2	PF12802.7	62	DGF1.contig2_23	271	0.00051
HTH_23	PF13384.6	50	DGF1.contig2_23	271	0.00066
CPBP	PF02517.16	92	DGF1.contig2_25	274	3.3e-19
DUF1440	PF07274.12	135	DGF1.contig2_25	274	0.01
FUSC_2	PF13515.6	127	DGF1.contig2_26	362	2.1e-12
CzcE	PF16986.5	81	DGF1.contig2_27	125	2.9e-29
Cupin_3	PF05899.12	74	DGF1.contig2_27	125	0.038
LysR_substrate	PF03466.20	209	DGF1.contig2_28	309	6.9e-39
HTH_1	PF00126.27	60	DGF1.contig2_28	309	9.5e-18
OsmC	PF02566.19	100	DGF1.contig2_29	142	3.1e-16
MarR	PF01047.22	59	DGF1.contig2_30	166	3.4e-15
MarR_2	PF12802.7	62	DGF1.contig2_30	166	6.1e-11
HTH_27	PF13463.6	68	DGF1.contig2_30	166	3.3e-07
Penicillinase_R	PF03965.16	115	DGF1.contig2_30	166	0.0015
DUF4440	PF14534.6	107	DGF1.contig2_31	132	4.5e-15
SnoaL_3	PF13474.6	121	DGF1.contig2_31	132	0.024
Methyltransf_25	PF13649.6	97	DGF1.contig2_34	245	6.9e-11
Methyltransf_12	PF08242.12	99	DGF1.contig2_34	245	6.6e-09
Methyltransf_11	PF08241.12	96	DGF1.contig2_34	245	1.5e-08
Methyltransf_23	PF13489.6	165	DGF1.contig2_34	245	8.5e-05
Methyltransf_9	PF08003.11	315	DGF1.contig2_34	245	0.0018
DUF3105	PF11303.8	129	DGF1.contig2_34	245	0.0059
Methyltransf_31	PF13847.6	152	DGF1.contig2_34	245	0.0083
Hexapep	PF00132.24	36	DGF1.contig2_35	195	2.3e-17
Hexapep_2	PF14602.6	34	DGF1.contig2_35	195	2e-06
Fucokinase	PF07959.12	406	DGF1.contig2_35	195	0.0041
Beta_helix	PF13229.6	158	DGF1.contig2_35	195	0.0062
DUF1501	PF07394.12	392	DGF1.contig2_36	451	3.1e-40
TAT_signal	PF10518.9	26	DGF1.contig2_36	451	0.056
DUF1800	PF08811.11	433	DGF1.contig2_37	529	1.8e-135
MFS_1	PF07690.16	353	DGF1.contig2_38	410	7.2e-31
MFS_1	PF07690.16	353	DGF1.contig2_38	410	7.2e-31
MFS_4	PF06779.14	363	DGF1.contig2_38	410	0.021
HTH_20	PF12840.7	61	DGF1.contig2_39	99	4e-17
HTH_5	PF01022.20	47	DGF1.contig2_39	99	2.9e-07
MarR_2	PF12802.7	62	DGF1.contig2_39	99	4e-05
HTH_IclR	PF09339.10	52	DGF1.contig2_39	99	4.3e-05
HTH_24	PF13412.6	48	DGF1.contig2_39	99	0.00035
HTH_Crp_2	PF13545.6	68	DGF1.contig2_39	99	0.0053
RP-C	PF03428.13	175	DGF1.contig2_39	99	0.0061
HTH_40	PF14493.6	89	DGF1.contig2_39	99	0.0065
Rrf2	PF02082.20	83	DGF1.contig2_39	99	0.007
Oxidored_FMN	PF00724.20	342	DGF1.contig2_40	218	1.6e-66
KdpA	PF03814.15	547	DGF1.contig2_41	51	4.1e-13
Whib	PF02467.16	64	DGF1.contig3_2	86	5.6e-27
Glycos_transf_2	PF00535.26	170	DGF1.contig3_3	1110	0.0013
Glyco_tranf_2_3	PF13641.6	230	DGF1.contig3_3	1110	0.003
Zincin_1	PF06262.11	96	DGF1.contig3_5	162	1.6e-06
DUF3499	PF12005.8	124	DGF1.contig3_6	136	9.9e-40
TF_Zn_Ribbon	PF08271.12	43	DGF1.contig3_7	93	1.5e-05
Trm112p	PF03966.16	68	DGF1.contig3_7	93	5.9e-05
bact-PGI_C	PF10432.9	152	DGF1.contig3_8	340	8.7e-07
Cation_efflux	PF01545.21	199	DGF1.contig3_9	344	4.1e-31
ZT_dimer	PF16916.5	79	DGF1.contig3_9	344	0.025
DHquinase_II	PF01220.19	138	DGF1.contig3_10	144	1.5e-51
Hom_end	PF05204.14	110	DGF1.contig3_10	144	0.031
DUF3039	PF11238.8	56	DGF1.contig3_11	77	3.9e-31
RDD	PF06271.12	141	DGF1.contig3_12	284	2.5e-33
DUF2510	PF10708.9	35	DGF1.contig3_12	284	3.3e-11
Glyco_hydro_77	PF02446.17	467	DGF1.contig3_13	703	1e-119
Bac_DNA_binding	PF00216.21	90	DGF1.contig3_14	92	2e-30
HU-HIG	PF18291.1	125	DGF1.contig3_14	92	2.5e-06
NAPRTase_N	PF17767.1	125	DGF1.contig3_15	447	9.7e-28
NAPRTase	PF04095.16	241	DGF1.contig3_15	447	0.0042
ClpS	PF02617.17	80	DGF1.contig3_16	96	9.4e-21
DUF2017	PF09438.10	177	DGF1.contig3_17	122	1.1e-14
NifU	PF01106.17	67	DGF1.contig3_18	181	2.1e-12
FeoB_N	PF02421.18	156	DGF1.contig3_19	655	3e-45
Gate	PF07670.14	112	DGF1.contig3_19	655	7.4e-36
Gate	PF07670.14	112	DGF1.contig3_19	655	7.4e-36
FeoB_C	PF07664.12	53	DGF1.contig3_19	655	1.1e-16
MMR_HSR1	PF01926.23	114	DGF1.contig3_19	655	3.7e-12
FeoA	PF04023.14	74	DGF1.contig3_20	110	1e-14
Asp_Glu_race	PF01177.22	224	DGF1.contig3_21	261	3.4e-31
RNase_PH	PF01138.21	132	DGF1.contig3_22	255	2.1e-24
RNase_PH_C	PF03725.15	67	DGF1.contig3_22	255	5.6e-10
Ham1p_like	PF01725.16	187	DGF1.contig3_23	205	1.7e-60
Thymidylat_synt	PF00303.19	268	DGF1.contig3_24	270	1.1e-117
DHFR_1	PF00186.19	161	DGF1.contig3_25	157	1.9e-47
IMS	PF00817.20	150	DGF1.contig3_26	466	1.5e-42
IMS_C	PF11799.8	118	DGF1.contig3_26	466	6.3e-23
IMS_HHH	PF11798.8	32	DGF1.contig3_26	466	1.2e-05
DNA_pol_lambd_f	PF10391.9	50	DGF1.contig3_26	466	6.4e-05
mCpol	PF18182.1	114	DGF1.contig3_26	466	0.00031
Cdd1	PF11731.8	86	DGF1.contig3_26	466	0.00076
Abhydrolase_6	PF12697.7	220	DGF1.contig3_27	638	0.0012
Abhydrolase_1	PF00561.20	257	DGF1.contig3_27	638	0.0047
Peptidase_S9	PF00326.21	212	DGF1.contig3_27	638	0.012
HTH_6	PF01418.17	77	DGF1.contig3_29	292	3.2e-07
SIS	PF01380.22	131	DGF1.contig3_29	292	2.6e-06
Lipase_GDSL_2	PF13472.6	179	DGF1.contig3_32	658	3.5e-11
TSP_3	PF02412.18	36	DGF1.contig3_32	658	1.1e-07
TSP_3	PF02412.18	36	DGF1.contig3_32	658	1.1e-07
Lipase_GDSL	PF00657.22	200	DGF1.contig3_32	658	0.0011
Glyco_hydro_25	PF01183.20	178	DGF1.contig3_35	278	1.8e-46
AhpC-TSA	PF00578.21	124	DGF1.contig3_36	162	8.5e-36
Redoxin	PF08534.10	147	DGF1.contig3_36	162	1.5e-25
SCO1-SenC	PF02630.14	134	DGF1.contig3_36	162	0.00022
DUF899	PF05988.12	215	DGF1.contig3_36	162	0.0018
DUF3618	PF12277.8	47	DGF1.contig3_37	189	2.7e-12
BPD_transp_1	PF00528.22	185	DGF1.contig3_38	269	1.5e-20
DUF4064	PF13273.6	103	DGF1.contig3_38	269	5.2e-06
BPD_transp_1	PF00528.22	185	DGF1.contig3_39	347	4.9e-20
SBP_bac_8	PF13416.6	282	DGF1.contig3_40	130	2.4e-07
SBP_bac_1	PF01547.25	315	DGF1.contig3_40	130	0.00047
SBP_bac_8	PF13416.6	282	DGF1.contig3_41	268	3.9e-16
SBP_bac_1	PF01547.25	315	DGF1.contig3_41	268	9.8e-16
TAT_signal	PF10518.9	26	DGF1.contig3_41	268	0.0063
PAS_3	PF08447.12	89	DGF1.contig4_1	498	1.6e-15
HisKA_3	PF07730.13	68	DGF1.contig4_1	498	3.1e-13
PAS_4	PF08448.10	110	DGF1.contig4_1	498	6.9e-13
PAS	PF00989.25	113	DGF1.contig4_1	498	3e-10
PAS_9	PF13426.7	104	DGF1.contig4_1	498	4.6e-10
HATPase_c	PF02518.26	112	DGF1.contig4_1	498	6.2e-08
PAS_8	PF13188.7	67	DGF1.contig4_1	498	1e-05
HATPase_c_2	PF13581.6	125	DGF1.contig4_1	498	0.00016
Response_reg	PF00072.24	112	DGF1.contig4_2	210	8.8e-27
GerE	PF00196.19	57	DGF1.contig4_2	210	8.6e-19
Cadherin_2	PF08266.12	83	DGF1.contig4_2	210	0.00085
HTH_40	PF14493.6	89	DGF1.contig4_2	210	0.0052
ABC_tran	PF00005.27	137	DGF1.contig4_3	371	1.8e-34
TOBE_2	PF08402.10	76	DGF1.contig4_3	371	8.7e-17
DUF1513	PF07433.11	307	DGF1.contig4_3	371	0.004
SBP_bac_3	PF00497.20	225	DGF1.contig4_4	439	5.1e-23
DUF3530	PF12048.8	312	DGF1.contig4_5	325	7.7e-98
Hydrolase_4	PF12146.8	239	DGF1.contig4_5	325	2e-05
Abhydrolase_1	PF00561.20	257	DGF1.contig4_5	325	0.0025
Abhydrolase_6	PF12697.7	220	DGF1.contig4_5	325	0.0029
Ser_hydrolase	PF06821.13	171	DGF1.contig4_5	325	0.012
TerB	PF05099.13	144	DGF1.contig4_6	256	1.9e-10
DnaJ	PF00226.31	63	DGF1.contig4_6	256	3.7e-08
NTP_transferase	PF00483.23	248	DGF1.contig4_7	225	7.3e-24
NTP_transf_3	PF12804.7	160	DGF1.contig4_7	225	9.5e-13
IspD	PF01128.19	221	DGF1.contig4_7	225	0.013
APH	PF01636.23	240	DGF1.contig4_8	340	6e-37
EcKinase	PF02958.20	294	DGF1.contig4_8	340	0.0058
LptD	PF04453.14	387	DGF1.contig4_9	937	3.5e-115
OstA	PF03968.14	113	DGF1.contig4_9	937	4.1e-13
OstA_2	PF13100.6	158	DGF1.contig4_9	937	0.00093
Rotamase	PF00639.21	97	DGF1.contig4_10	448	2.2e-47
Rotamase	PF00639.21	97	DGF1.contig4_10	448	2.2e-47
SurA_N	PF09312.11	118	DGF1.contig4_10	448	1.9e-46
Rotamase_3	PF13616.6	116	DGF1.contig4_10	448	1.7e-43
Rotamase_3	PF13616.6	116	DGF1.contig4_10	448	1.7e-43
Rotamase_2	PF13145.6	121	DGF1.contig4_10	448	1.2e-20
Rotamase_2	PF13145.6	121	DGF1.contig4_10	448	1.2e-20
SurA_N_3	PF13624.6	162	DGF1.contig4_10	448	1.6e-15
SurA_N_2	PF13623.6	145	DGF1.contig4_10	448	6.5e-09
Trigger_C	PF05698.14	162	DGF1.contig4_10	448	9.8e-05
PdxA	PF04166.12	282	DGF1.contig4_11	330	4.9e-107
RrnaAD	PF00398.20	265	DGF1.contig4_12	271	9.7e-66
Methyltransf_25	PF13649.6	97	DGF1.contig4_12	271	0.0004
Methyltransf_23	PF13489.6	165	DGF1.contig4_12	271	0.0051
DUF525	PF04379.14	87	DGF1.contig4_13	127	2.7e-34
Metallophos	PF00149.28	204	DGF1.contig4_14	284	9.3e-11
Metallophos_2	PF12850.7	165	DGF1.contig4_14	284	0.014
Rhodanese	PF00581.20	107	DGF1.contig4_15	110	1.1e-16
AAA_PrkA	PF08298.11	358	DGF1.contig4_16	641	1e-180
PrkA	PF06798.12	257	DGF1.contig4_16	641	1.3e-72
AAA_16	PF13191.6	170	DGF1.contig4_16	641	0.0016
DUF444	PF04285.12	421	DGF1.contig4_17	424	1.1e-178
SpoVR	PF04293.13	418	DGF1.contig4_18	521	5.4e-176
PolyA_pol	PF01743.20	126	DGF1.contig4_19	412	6.8e-16
PolyA_pol_RNAbd	PF12627.7	64	DGF1.contig4_19	412	5.1e-14
HD	PF01966.22	122	DGF1.contig4_19	412	1.1e-10
HPPK	PF01288.20	112	DGF1.contig4_20	173	9.7e-21
FolB	PF02152.18	111	DGF1.contig4_21	118	8e-31
G3P_acyltransf	PF02660.15	163	DGF1.contig4_22	190	1.1e-50
Peptidase_M22	PF00814.25	271	DGF1.contig4_23	342	1.5e-100
Carbam_trans_N	PF02543.15	338	DGF1.contig4_23	342	0.00016
Ribosomal_S21	PF01165.20	55	DGF1.contig4_24	72	2.8e-22
Toprim_N	PF08275.11	128	DGF1.contig4_25	654	3e-44
zf-CHC2	PF01807.20	98	DGF1.contig4_25	654	1.1e-40
DnaG_DnaB_bind	PF08278.11	124	DGF1.contig4_25	654	7.8e-29
Toprim_4	PF13662.6	89	DGF1.contig4_25	654	1.7e-16
Toprim_2	PF13155.6	90	DGF1.contig4_25	654	4.8e-15
Toprim	PF01751.22	103	DGF1.contig4_25	654	3.5e-09
Toprim_3	PF13362.6	95	DGF1.contig4_25	654	2.7e-08
DnaB_bind	PF10410.9	56	DGF1.contig4_25	654	7.7e-08
Sigma70_ner	PF04546.13	204	DGF1.contig4_26	617	2.7e-60
Sigma70_r3	PF04539.16	78	DGF1.contig4_26	617	1.8e-30
Sigma70_r1_1	PF03979.14	82	DGF1.contig4_26	617	8.4e-29
Sigma70_r2	PF04542.14	71	DGF1.contig4_26	617	8.5e-22
Sigma70_r4	PF04545.16	50	DGF1.contig4_26	617	4.5e-19
Sigma70_r1_2	PF00140.20	34	DGF1.contig4_26	617	8.3e-14
EAL	PF00563.20	238	DGF1.contig4_27	1248	3.6e-76
GGDEF	PF00990.21	161	DGF1.contig4_27	1248	7.8e-53
SBP_bac_3	PF00497.20	225	DGF1.contig4_27	1248	3.9e-41
PAS_9	PF13426.7	104	DGF1.contig4_27	1248	2.1e-36
PAS_9	PF13426.7	104	DGF1.contig4_27	1248	2.1e-36
PAS_9	PF13426.7	104	DGF1.contig4_27	1248	2.1e-36
PAS	PF00989.25	113	DGF1.contig4_27	1248	7.3e-30
PAS	PF00989.25	113	DGF1.contig4_27	1248	7.3e-30
PAS	PF00989.25	113	DGF1.contig4_27	1248	7.3e-30
PAS	PF00989.25	113	DGF1.contig4_27	1248	7.3e-30
PAS_3	PF08447.12	89	DGF1.contig4_27	1248	1.7e-22
PAS_3	PF08447.12	89	DGF1.contig4_27	1248	1.7e-22
PAS_8	PF13188.7	67	DGF1.contig4_27	1248	2.1e-21
PAS_8	PF13188.7	67	DGF1.contig4_27	1248	2.1e-21
PAS_4	PF08448.10	110	DGF1.contig4_27	1248	1.3e-15
PAS_4	PF08448.10	110	DGF1.contig4_27	1248	1.3e-15
Cupin_2	PF07883.11	71	DGF1.contig4_28	171	4e-07
HicB_lk_antitox	PF15919.5	123	DGF1.contig4_29	134	9.3e-45
HicA_toxin	PF07927.12	58	DGF1.contig4_30	61	7.9e-21
Rieske	PF00355.26	89	DGF1.contig5_1	96	2.1e-16
Rieske_2	PF13806.6	104	DGF1.contig5_1	96	1.5e-08
UPF0051	PF01458.17	218	DGF1.contig5_2	403	1.6e-62
UPF0051	PF01458.17	218	DGF1.contig5_3	483	1.3e-73
HTH_20	PF12840.7	61	DGF1.contig5_4	255	5e-10
HTH_5	PF01022.20	47	DGF1.contig5_4	255	5.9e-10
MarR_2	PF12802.7	62	DGF1.contig5_4	255	8.9e-10
HTH_24	PF13412.6	48	DGF1.contig5_4	255	8.3e-08
HTH_11	PF08279.12	55	DGF1.contig5_4	255	4.4e-07
HTH_IclR	PF09339.10	52	DGF1.contig5_4	255	5.2e-07
TrmB	PF01978.19	68	DGF1.contig5_4	255	6.4e-06
MarR	PF01047.22	59	DGF1.contig5_4	255	1e-05
HTH_Crp_2	PF13545.6	68	DGF1.contig5_4	255	0.00011
HTH_9	PF08221.11	62	DGF1.contig5_4	255	0.00023
LexA_DNA_bind	PF01726.16	65	DGF1.contig5_4	255	0.00087
HTH_AsnC-type	PF13404.6	42	DGF1.contig5_4	255	0.0016
HTH_CodY	PF08222.11	61	DGF1.contig5_4	255	0.002
Replic_Relax	PF13814.6	192	DGF1.contig5_4	255	0.0033
SBP_bac_8	PF13416.6	282	DGF1.contig5_5	422	5.2e-41
SBP_bac_1	PF01547.25	315	DGF1.contig5_5	422	8.5e-21
SBP_bac_11	PF13531.6	230	DGF1.contig5_5	422	0.011
