target	acc	tlen	query	qlen	evalue
rve_2	PF13333.6	52	DDN1.contig7_2	513	1.6e-14
HTH_21	PF13276.6	60	DDN1.contig7_2	513	7.1e-14
HTH_Tnp_1	PF01527.20	75	DDN1.contig7_2	513	1.4e-11
HTH_Tnp_1	PF01527.20	75	DDN1.contig7_2	513	1.4e-11
HTH_28	PF13518.6	52	DDN1.contig7_2	513	1.8e-11
rve_3	PF13683.6	67	DDN1.contig7_2	513	2.9e-08
HTH_23	PF13384.6	50	DDN1.contig7_2	513	1.4e-05
HTH_29	PF13551.6	63	DDN1.contig7_2	513	0.00041
adh_short_C2	PF13561.6	234	DDN1.contig7_3	254	2.9e-65
adh_short	PF00106.25	195	DDN1.contig7_3	254	8.1e-58
KR	PF08659.10	180	DDN1.contig7_3	254	3.8e-11
THF_DHG_CYH_C	PF02882.19	160	DDN1.contig7_3	254	6.8e-05
NAD_binding_10	PF13460.6	184	DDN1.contig7_3	254	0.00039
NmrA	PF05368.13	233	DDN1.contig7_3	254	0.0046
Epimerase	PF01370.21	241	DDN1.contig7_3	254	0.006
ADH_N	PF08240.12	109	DDN1.contig7_4	336	6.3e-29
ADH_zinc_N	PF00107.26	130	DDN1.contig7_4	336	1.3e-10
Glu_dehyd_C	PF16912.5	212	DDN1.contig7_4	336	5.2e-09
ATPase	PF06745.13	231	DDN1.contig8_1	50	1.4e-06
AAA_25	PF13481.6	194	DDN1.contig8_1	50	1.5e-06
AAA_16	PF13191.6	170	DDN1.contig8_1	50	0.00034
GvpD	PF07088.11	484	DDN1.contig8_1	50	0.0037
MCM	PF00493.23	224	DDN1.contig8_1	50	0.0045
DUF2075	PF09848.9	363	DDN1.contig8_1	50	0.0094
NAD_binding_1	PF00175.21	109	DDN1.contig8_2	259	9.5e-14
FAD_binding_6	PF00970.24	99	DDN1.contig8_2	259	1.6e-07
NAD_binding_6	PF08030.12	156	DDN1.contig8_2	259	0.00032
MscL	PF01741.18	121	DDN1.contig8_3	139	5.2e-43
Catalase	PF00199.19	383	DDN1.contig8_4	514	7.1e-169
Catalase-rel	PF06628.12	65	DDN1.contig8_4	514	2.2e-16
Ank_5	PF13857.6	56	DDN1.contig8_5	180	4e-19
Ank_5	PF13857.6	56	DDN1.contig8_5	180	4e-19
Ank_5	PF13857.6	56	DDN1.contig8_5	180	4e-19
Ank_5	PF13857.6	56	DDN1.contig8_5	180	4e-19
Ank_2	PF12796.7	83	DDN1.contig8_5	180	3.3e-18
Ank_2	PF12796.7	83	DDN1.contig8_5	180	3.3e-18
Ank_4	PF13637.6	55	DDN1.contig8_5	180	1.5e-16
Ank_4	PF13637.6	55	DDN1.contig8_5	180	1.5e-16
ATPase	PF06745.13	231	DDN1.contig8_6	456	4.1e-17
ATPase	PF06745.13	231	DDN1.contig8_6	456	4.1e-17
AAA_25	PF13481.6	194	DDN1.contig8_6	456	4.7e-14
Rubredoxin_2	PF18073.1	28	DDN1.contig8_6	456	2.6e-10
ChlI	PF13541.6	121	DDN1.contig8_6	456	3.3e-08
Lon_C	PF05362.13	205	DDN1.contig8_6	456	1.3e-06
AAA_16	PF13191.6	170	DDN1.contig8_6	456	2.7e-05
DnaB_C	PF03796.15	255	DDN1.contig8_6	456	0.00013
Rad51	PF08423.11	255	DDN1.contig8_6	456	0.00047
RecA	PF00154.21	263	DDN1.contig8_6	456	0.00092
AAA	PF00004.29	132	DDN1.contig8_6	456	0.0023
AAA_22	PF13401.6	137	DDN1.contig8_6	456	0.0033
PilZ	PF07238.14	103	DDN1.contig8_7	123	2.2e-11
CstA	PF02554.14	375	DDN1.contig8_8	689	1e-164
CstA_5TM	PF13722.6	116	DDN1.contig8_8	689	2.3e-36
Sel_put	PF04328.13	62	DDN1.contig8_9	66	4.1e-29
rve	PF00665.26	119	DDN1.contig9_1	359	1.2e-17
IstB_IS21	PF01695.17	178	DDN1.contig9_2	252	2.2e-67
IstB_IS21_ATP	PF08483.11	29	DDN1.contig9_2	252	6.1e-15
Bac_DnaA	PF00308.18	219	DDN1.contig9_2	252	0.00017
AAA_22	PF13401.6	137	DDN1.contig9_2	252	0.00046
AAA_25	PF13481.6	194	DDN1.contig9_2	252	0.0012
AAA	PF00004.29	132	DDN1.contig9_2	252	0.002
PhoH	PF02562.16	205	DDN1.contig9_2	252	0.0029
SRI	PF08236.11	85	DDN1.contig9_5	180	0.0046
PhnA	PF03831.14	69	DDN1.contig9_8	94	0.064
AAA_16	PF13191.6	170	DDN1.contig9_12	217	0.0012
LysR_substrate	PF03466.20	209	DDN1.contig10_1	164	5.5e-15
DDE_Tnp_1	PF01609.21	214	DDN1.contig10_2	331	2.3e-33
DUF772	PF05598.11	73	DDN1.contig10_2	331	4.1e-23
DDE_Tnp_1_3	PF13612.6	155	DDN1.contig10_2	331	6.3e-10
DDE_Tnp_4	PF13359.6	158	DDN1.contig10_2	331	0.0041
DDE_Tnp_1_6	PF13751.6	125	DDN1.contig10_2	331	0.0082
Porin_4	PF13609.6	312	DDN1.contig10_3	358	3.8e-48
Porin_1	PF00267.21	340	DDN1.contig10_3	358	1.4e-08
ABC_tran	PF00005.27	137	DDN1.contig10_4	261	2.9e-29
MMR_HSR1	PF01926.23	114	DDN1.contig10_4	261	0.0043
BPD_transp_1	PF00528.22	185	DDN1.contig10_5	271	2.7e-13
NMT1_2	PF13379.6	253	DDN1.contig10_6	328	4.5e-16
NMT1	PF09084.11	216	DDN1.contig10_6	328	3.4e-14
SBP_bac_3	PF00497.20	225	DDN1.contig10_6	328	0.0079
TPP_enzyme_C	PF02775.21	153	DDN1.contig10_7	206	8.9e-18
DXP_synthase_N	PF13292.6	273	DDN1.contig10_7	206	0.0019
TPP_enzyme_N	PF02776.18	172	DDN1.contig10_7	206	0.019
TPP_enzyme_N	PF02776.18	172	DDN1.contig10_8	316	4.2e-23
TPP_enzyme_M	PF00205.22	137	DDN1.contig10_8	316	5.4e-13
SEC-C	PF02810.15	19	DDN1.contig11_1	621	0.00039
HipA_C	PF07804.12	212	DDN1.contig11_2	442	1.5e-41
Couple_hipA	PF13657.6	99	DDN1.contig11_2	442	2.1e-21
HTH_3	PF01381.22	55	DDN1.contig11_3	135	3.5e-10
HTH_31	PF13560.6	64	DDN1.contig11_3	135	7.2e-08
HTH_26	PF13443.6	63	DDN1.contig11_3	135	0.00012
HTH_37	PF13744.6	80	DDN1.contig11_3	135	0.0012
HTH_25	PF13413.6	62	DDN1.contig11_3	135	0.0039
CoiA	PF06054.11	377	DDN1.contig11_4	222	2.5e-11
MukE	PF04288.13	229	DDN1.contig12_2	236	0.00046
DUF4194	PF13835.6	166	DDN1.contig12_2	236	0.00099
Acetyltransf_1	PF00583.25	117	DDN1.contig12_5	151	2.9e-13
Acetyltransf_10	PF13673.7	127	DDN1.contig12_5	151	6.4e-13
Acetyltransf_7	PF13508.7	76	DDN1.contig12_5	151	8.1e-10
FR47	PF08445.10	86	DDN1.contig12_5	151	3.3e-09
Acetyltransf_9	PF13527.7	128	DDN1.contig12_5	151	3.7e-07
Acetyltransf_3	PF13302.7	138	DDN1.contig12_5	151	9.5e-05
Acetyltransf_8	PF13523.6	145	DDN1.contig12_5	151	0.0012
Acetyltransf_4	PF13420.7	155	DDN1.contig12_5	151	0.0023
Transposase_mut	PF00872.18	381	DDN1.contig13_2	424	8.4e-44
MULE	PF10551.9	96	DDN1.contig13_2	424	1.2e-05
Peptidase_M24	PF00557.24	209	DDN1.contig13_4	399	3e-18
Creatinase_N	PF01321.18	132	DDN1.contig13_4	399	0.045
Porin_4	PF13609.6	312	DDN1.contig13_5	423	5.3e-32
Porin_1	PF00267.21	340	DDN1.contig13_5	423	1.7e-06
MFS_1	PF07690.16	353	DDN1.contig13_6	369	1.9e-33
MFS_1	PF07690.16	353	DDN1.contig13_6	369	1.9e-33
Sugar_tr	PF00083.24	452	DDN1.contig13_6	369	1.5e-27
Sugar_tr	PF00083.24	452	DDN1.contig13_6	369	1.5e-27
Rieske	PF00355.26	89	DDN1.contig14_1	106	7.8e-11
SfsA	PF03749.13	138	DDN1.contig14_2	238	6.9e-47
SfsA_N	PF17746.1	63	DDN1.contig14_2	238	2e-19
Aminotran_1_2	PF00155.21	363	DDN1.contig14_3	391	5.7e-53
Alliinase_C	PF04864.13	363	DDN1.contig14_3	391	5.7e-05
zf-dskA_traR	PF01258.17	36	DDN1.contig14_4	145	2.1e-10
tRNA-synt_1c	PF00749.21	314	DDN1.contig14_5	296	9e-48
SSF	PF00474.17	406	DDN1.contig14_7	323	0.0044
OapA_N	PF08525.11	28	DDN1.contig14_7	323	0.021
PAP2	PF01569.21	136	DDN1.contig15_2	539	4.2e-17
Phenol_MetA_deg	PF13557.6	241	DDN1.contig15_3	316	3.6e-07
PAP2	PF01569.21	136	DDN1.contig15_5	267	1.8e-14
VRR_NUC	PF08774.11	108	DDN1.contig15_5	267	0.011
BPD_transp_1	PF00528.22	185	DDN1.contig16_1	205	2.8e-13
BPD_transp_1	PF00528.22	185	DDN1.contig16_2	241	2.2e-15
Urocanase_C	PF17392.2	196	DDN1.contig16_3	576	8.5e-93
Urocanase	PF01175.18	210	DDN1.contig16_3	576	5.4e-87
Urocanase_N	PF17391.2	127	DDN1.contig16_3	576	2.5e-62
TraK	PF06586.11	231	DDN1.contig17_2	392	8.3e-22
TraE	PF05309.11	182	DDN1.contig17_3	167	2.4e-16
DDE_Tnp_ISL3	PF01610.17	240	DDN1.contig17_4	434	5.6e-70
zf-ISL3	PF14690.6	47	DDN1.contig17_4	434	2.8e-08
HTH_Tnp_ISL3	PF13542.6	52	DDN1.contig17_4	434	0.0011
TraL	PF07178.11	90	DDN1.contig17_6	94	6.2e-27
Glyco_hydro_36N	PF16875.5	253	DDN1.contig18_1	431	0.0001
DUF4091	PF13320.6	66	DDN1.contig18_2	563	3.6e-17
Laminin_G_3	PF13385.6	152	DDN1.contig18_3	299	1.8e-19
Sialidase	PF02973.16	189	DDN1.contig18_3	299	0.00028
MFS_1	PF07690.16	353	DDN1.contig19_1	501	1.3e-39
Response_reg	PF00072.24	112	DDN1.contig19_2	235	4.6e-28
Trans_reg_C	PF00486.28	77	DDN1.contig19_2	235	3.6e-27
PMT_2	PF13231.6	159	DDN1.contig19_3	452	4.8e-05
OST3_OST6	PF04756.13	293	DDN1.contig19_3	452	0.049
DsrH	PF04077.12	87	DDN1.contig20_1	98	4.4e-23
DrsE	PF02635.15	117	DDN1.contig20_1	98	0.023
DrsE	PF02635.15	117	DDN1.contig20_2	117	3.2e-19
DrsE	PF02635.15	117	DDN1.contig20_3	131	1.5e-21
Peripla_BP_4	PF13407.6	258	DDN1.contig20_3	131	0.034
Bax1-I	PF01027.20	207	DDN1.contig20_4	62	4.3e-12
GST_C_2	PF13410.6	69	DDN1.contig20_5	145	1.4e-12
GST_C	PF00043.25	93	DDN1.contig20_5	145	1.8e-07
GST_C_3	PF14497.6	99	DDN1.contig20_5	145	9e-05
GST_C_6	PF17171.4	64	DDN1.contig20_5	145	0.0011
TP_methylase	PF00590.20	213	DDN1.contig20_6	465	1.6e-55
NAD_binding_7	PF13241.6	104	DDN1.contig20_6	465	3.3e-28
CysG_dimeriser	PF10414.9	58	DDN1.contig20_6	465	1.2e-21
Sirohm_synth_M	PF14824.6	28	DDN1.contig20_6	465	3e-08
tRNA-synt_2b	PF00587.25	179	DDN1.contig20_7	151	9e-21
Rieske	PF00355.26	89	DDN1.contig21_2	156	1.2e-16
Transposase_mut	PF00872.18	381	DDN1.contig21_3	420	3.1e-118
MULE	PF10551.9	96	DDN1.contig21_3	420	4.1e-05
GFO_IDH_MocA	PF01408.22	120	DDN1.contig21_5	126	6.3e-07
rve	PF00665.26	119	DDN1.contig22_1	227	7e-33
DDE_Tnp_IS240	PF13610.6	140	DDN1.contig22_1	227	9.3e-12
rve_3	PF13683.6	67	DDN1.contig22_1	227	1.5e-11
HTH_21	PF13276.6	60	DDN1.contig22_1	227	4e-05
Phage_integrase	PF00589.22	172	DDN1.contig22_3	456	1.4e-18
Arm-DNA-bind_3	PF13356.6	74	DDN1.contig22_3	456	2.9e-12
ABC_tran	PF00005.27	137	DDN1.contig23_1	144	2e-10
AAA_21	PF13304.6	303	DDN1.contig23_1	144	0.0071
Peripla_BP_6	PF13458.6	342	DDN1.contig23_2	373	3.6e-52
Peripla_BP_5	PF13433.6	364	DDN1.contig23_2	373	4.1e-46
ANF_receptor	PF01094.28	354	DDN1.contig23_2	373	5e-07
BPD_transp_2	PF02653.16	268	DDN1.contig23_3	330	6.5e-33
BPD_transp_2	PF02653.16	268	DDN1.contig23_4	292	4e-46
Acetyltransf_6	PF13480.7	142	DDN1.contig24_3	162	0.11
Synaptonemal_3	PF15191.6	92	DDN1.contig24_5	68	0.024
HAD_2	PF13419.6	178	DDN1.contig25_1	130	6.3e-13
HAD	PF12710.7	188	DDN1.contig25_1	130	1.1e-06
Hydrolase	PF00702.26	210	DDN1.contig25_1	130	6.8e-05
Glyco_hydro_65m	PF03632.15	387	DDN1.contig25_3	679	2.2e-66
Glyco_hydro_65m	PF03632.15	387	DDN1.contig25_3	679	2.2e-66
Glyco_hydro_65N	PF03636.15	228	DDN1.contig25_3	679	3.6e-08
YadA_stalk	PF05662.14	43	DDN1.contig26_2	269	5e-06
